00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 2 à 2
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=956 R=1 S=06/10/24 E=06/10/24 +329 =298 -329
012 Belgian Interclubs 2024 - 2025 - Round 2
022 Various locations in Belgian Clubs
032 BEL
042 2024-10-06
052 2024-10-06
062 956
102 Cornet, Luc
001  426      Dessenne, François                1946           29229             0.0        425 b 0 
001  427      Naudin, Yvan                      1921           17696             0.0        428 w 0 
001  428      Franc, Thomas                     1903           23066             1.0        427 b 1 
001  429      Van Hoofstat, Tom                 2081           42706             1.0        430 w 1 
001  430      Cliteur, Olaf                     1954           29912             0.0        429 b 0 
001  431      Braspenning, Rudi                 1903           45217             0.5        432 w = 
001  432      Vanderwaeren, Serge               2036           20621             0.5        431 b = 
001  433      Verrijken, Geert                  1958           62766             1.0        434 w 1 
001  434      Pelgrims, Jan                     1936           32212             0.0        433 b 0 
001  435      Cornille, Yves                    1909           11319             1.0        436 w 1 
001  436      Denys, Frank                      1918           21881             0.0        435 b 0 
001  437      Spaens, Kjell                     1986           29343             1.0        438 w 1 
001  438      Voet, Dirk                        1855           59749             0.0        437 b 0 
001  439      Pouliart, Sander                  1760           15856             1.0        440 w 1 
001  440      Lot, Diederik                     1998            9954             0.0        439 b 0 
001  441      Tuerlinckx, Ben                   2086           11221             1.0        442 w 1 
001  442      Battistelli, Fausto               1995           22370             0.0        441 b 0 
001  443      Morard, Ambroise                  1990           19024             1.0        444 w 1 
001  444      Lagaras, Stylianos                1933           29204             0.0        443 b 0 
001  445      Bleuzé, Kobe                      1908           10407             1.0        446 w 1 
001  446      Ezzangui, Youssef                 1934           26095             0.0        445 b 0 
001  447      Katumwa, Iko                      1941           17289             0.0        448 w 0 
001  448      Steegmans, Pieter                 1926           10943             1.0        447 b 1 
001  449      Hoskens, Fred                     1816           14980             0.0        450 w 0 
001  450      Claessens, Thomas                 1934           27869             1.0        449 b 1 
001  451      Thys, Cédric                      1876           16389             1.0        452 w 1 
001  452      Goossens, Alexander               1726           11413             0.0        451 b 0 
001  453      Samray, Thomas                    2035           89681             0.5        454 w = 
001  454      Faybish, Benjamin                 2087           12007             0.5        453 b = 
001  455      Fogel, Pierre                     2050           56359             0.5        456 w = 
001  456      Micciche, Ruben                   2010           14274             0.5        455 b = 
001  457      Draidi, Ahmed                     2017           67032             0.5        458 w = 
001  458      Kolp, Théo                        2008           50003             0.5        457 b = 
001  459      Yoro, Samuel                      1962           13368             0.5        460 w = 
001  460      Soubrier, Aude                    1939           60336             0.5        459 b = 
001  461      Brion, Sophie                     1913           66575             0.0        462 w 0 
001  462      Leemans, Roland                   1967           97730             1.0        461 b 1 
001  463      Grobli-Casimir, Davy              1941           14712             1.0        464 w 1 
001  464      Hernandez Morales, Adriel         1744           22749             0.0        463 b 0 
001  465      Bauduin, Étienne                  2194           61328             1.0        466 w 1 
001  466      Jabandzic, Irfan                  1997           24922             0.0        465 b 0 
001  467      Devolder, Dieter                  2001           27961             0.0        468 w 0 
001  468      De Villers, Mourad                2158           74365             1.0        467 b 1 
001  469      Konidakis, Alex                   2058           22511             0.5        470 w = 
001  470      De Saegher, Johan                 1922           53708             0.5        469 b = 
001  471      Khorrami, Faraz                   1735           24466             0.0        472 w 0 
001  472      Callier, Christophe               1975           66681             1.0        471 b 1 
001  473      Paul, Bernard                     1902           97109             1.0        474 w 1 
001  474      Deman, Tomas                      1773           53538             0.0        473 b 0 
001  475      Gjymshana, Erik                   1719           23071             0.5        476 w = 
001  476      Canneel, Daniel                   1898           50113             0.5        475 b = 
001  477      Eskandar, Abanoub                 2037           16554             1.0        478 w 1 
001  478      Johansson, Mattias                1995           10684             0.0        477 b 0 
001  479      Parreira, Luis Miguel             1861           12300             0.5        480 w = 
001  480      Czuczai, Jeno                     1996           60319             0.5        479 b = 
001  481      Pleysier, Simon                   1927           14768             0.5        482 w = 
001  482      Ramos Florido, José-Maria         1884           50149             0.5        481 b = 
001  483      Busquets Pérez, Luis              1872           12256             1.0        484 w 1 
001  484      Koïta, Aboubacar Sidiki           1800           27554             0.0        483 b 0 
001  485      Polin, Giulia                     1874           21127             1.0        486 w 1 
001  486      Moreno, David                     1848           13350             0.0        485 b 0 
001  487      Schröder, Helge                   1824           19690             0.0        488 w 0 
001  488      De Saedeleer, Sam                 1867           23011             1.0        487 b 1 
001  489      Campanella, Dominique             1985           14451             0.0        490 w 0 
001  490      Cekro, Ekrem                      2364           75655             1.0        489 b 1 
001  491      Le Quang, Kim                     2271           70653             1.0        492 w 1 
001  492      Cypers, Alexandre                 1864           15780             0.0        491 b 0 
001  493      Herrygers, Rik                    1822           15896             0.0        494 w 0 
001  494      Toledo, Hillel                    1915           22648             1.0        493 b 1 
001  495      Aguilar, Luciano                  1979           15631             1.0        496 w 1 
001  496      Manne, Jean-Luc                   1848           91201             0.0        495 b 0 
001  497      Thirion, Jean-François            1781           66834             0.0        498 w 0 
001  498      Gerrits, Augustin                 1916           26983             1.0        497 b 1 
001  499      Lipman, Peter                     2011           95702             1.0        500 w 1 
001  500      Lafosse, Marcel                   1581           66427             0.0        499 b 0 
001  501      Noiroux, Kevin                    2169           71790             1.0        502 w 1 
001  502      Miesen, Fabian                    2165           11001             0.0        501 b 0 
001  503      De Mon, Gino                      2004           11986             0.5        504 w = 
001  504      Memeti, Kastriot                  2154           63053             0.5        503 b = 
001  505      Munster, Pierre                   2043           62600             1.0        506 w 1 
001  506      De Vries, Leon                    1948           21219             0.0        505 b 0 
001  507      Bischoff, Gerard                  1928           53457             0.0        508 w 0 
001  508      Bien, Stefan                      1970           10754             1.0        507 b 1 
001  509      Walrant, Toan                     1821           26470             0.5        510 w = 
001  510      Mocsnik, Robbie                   1844           31054             0.5        509 b = 
001  511      Cornet, Luc                       1839            8419             0.5        512 w = 
001  512      Latour, Quentin                   1847           25638             0.5        511 b = 
001  513      Akulov, Lev                       1998           10946             0.5        514 w = 
001  514      Ancion, Mérowig                   2025           60264             0.5        513 b = 
001  515      Timmermans, Daniel                1853           37176             0.0        516 w 0 
001  516      Wambecq, Ward                     1933           19723             1.0        515 b 1 
001  517      Vande Ginste, Michiel             1943           12697             1.0        518 w 1 
001  518      Evers, Shaman                     1907           24699             0.0        517 b 0 
001  519      Docquier, Orville                 1858           20312             1.0        520 w 1 
001  520      Gommers, Tijn                     1873           15556             0.0        519 b 0 
001  521      Rousseau, Christilla              1826           16160             0.5        522 w = 
001  522      Guilfanov, Raphaël                1822           19650             0.5        521 b = 
001  523      Lecoq, Colin                      1876           24793             1.0        524 w 1 
001  524      Wambecq, Sven                     1808           25607             0.0        523 b 0 
001  525      Nguyen, Khoi                      2038           23637             0.0        526 w 0 
001  526      Van Kessel, Wessel                2137           10785             1.0        525 b 1 
001  527      Geboers, Jimmy                    1943           22721             1.0        528 w 1 
001  528      De Bock, Thijs                    2057           12997             0.0        527 b 0 
001  529      Van Der Weij, Anton               2094           16874             1.0        530 w 1 
001  530      Schenning, Albert                 2016           11483             0.0        529 b 0 
001  531      Zhang, Xiheng                     1847           27030             1.0        532 w 1 
001  532      Van Espen, Eddy                   2026           56332             0.0        531 b 0 
001  533      Hoogstijns, Raf                   1999           55875             0.0        534 w 0 
001  534      Jashchenko, Vladimir              2013           24548             1.0        533 b 1 
001  535      Ooms, Bram                        1686           13290             0.5        536 w = 
001  536      Van Hul, Christiaan               1971            7587             0.5        535 b = 
001  537      Hafner, Christian                 2022           60296             0.0        538 w 0 
001  538      Grecuccio, Nicola                 2132           44041             1.0        537 b 1 
001  539      De Coninck, Erik                  2034           10474             1.0        540 w 1 
001  540      Damlakhi, Mahmoud                 2015           17189             0.0        539 b 0 
001  541      Vansilliette, Louis               1912           22694             1.0        542 w 1 
001  542      Theunissen, Kris                  2040           14231             0.0        541 b 0 
001  543      Kocur, Johan                      1962           31879             1.0        544 w 1 
001  544      Geuquet, Michaël                  1976           86215             0.0        543 b 0 
001  545      Scoriels, Michaël                 1976           77950             1.0        546 w 1 
001  546      Lehaen, Lars                      1902           16711             0.0        545 b 0 
001  547      Lehaen, Frank                     1919           39535             0.5        548 w = 
001  548      Piraprez, Charles                 1996           18009             0.5        547 b = 
001  549      Mangelschots, Peter               2050           34525             0.0        550 w 0 
001  550      Haub, Thorsten Michael            2332           95041             1.0        549 b 1 
001  551      Roeder, Matthias                  2301           98663             1.0        552 w 1 
001  552      Verhasselt, Karsten               2022           11343             0.0        551 b 0 
001  553      Keustermans, Helmut               1982           57304             0.5        554 w = 
001  554      Jeitz, Christian                  2157           16657             0.5        553 b = 
001  555      Frappini, Matis                   1944           27205             1.0        556 w 1 
001  556      Van Der Fraenen, Joep             2013           23981             0.0        555 b 0 
001  557      Verhaegen, Wim                    1982           17779             0.5        558 w = 
001  558      Bode, Dorel-Ion                   1919           14158             0.5        557 b = 
001  559      Zilles, Paul                      1806           47422             0.5        560 w = 
001  560      Janssen, Dries                    1947           54712             0.5        559 b = 
001  561      Sonntag, Hans-Hubert              2290           98680             0.5        562 w = 
001  562      Becker, Marcel                    2304           95067             0.5        561 b = 
001  563      Michalczak, Thomas                2194           12981             1.0        564 w 1 
001  564      Bergmans, Norbert                 2105           47872             0.0        563 b 0 
001  565      Breitkopf-Lazar, Patrick          1952           15446             1.0        566 w 1 
001  566      Vanstreels, Luk                   2132           97641             0.0        565 b 0 
001  567      Juegel, Marcel                    2109           10775             0.5        568 w = 
001  568      Mainka, Ingmar                    1910           24874             0.5        567 b = 
001  569      Ahn, Maximilian                   1908           17012             0.5        570 w = 
001  570      Singh, Marcel                     1922           95818             0.5        569 b = 
001  571      Bräuer, Karl Heinz                1915           29082             0.5        572 w = 
001  572      Gupta, Akul                       1838           23771             0.5        571 b = 
001  573      Schuurbiers, Wouter               1929           11550             1.0        574 w 1 
001  574      Dehan, Loïc                       1907           11947             0.0        573 b 0 
001  575      Motmans, Matthias                 1796           14552             1.0        576 w 1 
001  576      De Haeck, Sebastiaan              1854           16115             0.0        575 b 0 
001  577      Vanbrussel, Kiran                 1749           27538             0.0        578 w 0 
001  578      Daems, Thibaut                    1780           23263             1.0        577 b 1 
001  579      Lippens, Tristan                  1551           25361             1.0        580 w 1 
001  580      Verlinden, Alexander              1745           27033             0.0        579 b 0 
001  581      Ongena, Niels                     2034           45357             1.0        582 w 1 
001  582      Van Noten, Stijn                  1902           24422             0.0        581 b 0 
001  583      Wouters, Maarten                  1859           33138             0.0        584 w 0 
001  584      Verbeeren, Peter                  1950           26611             1.0        583 b 1 
001  585      Van Der Stricht, Jan              1910           33014             1.0        586 w 1 
001  586      Levrouw, Luk                      1927           97663             0.0        585 b 0 
001  587      Persoons, Bart                    1801            1538             0.5        588 w = 
001  588      De Blieck, Kasper                 1828           25722             0.5        587 b = 
001  589      Vereecken, Bart                   1774           48623             0.5        590 w = 
001  590      Sazonov, Fedor                    1927           17684             0.5        589 b = 
001  591      Bauwens, Marc                     1944           84697             1.0        592 w 1 
001  592      De Maeyer, Kurt                   1669           20037             0.0        591 b 0 
001  593      De Bock, Jonas                    1656           25039             0.5        594 w = 
001  594      Kuszelewski, Artur                1867           15783             0.5        593 b = 
001  595      Jansen, Luc                       1791           20095             1.0        596 w 1 
001  596      Bruggeman, Bernard                   0           25003             0.0        595 b 0 
001  597      Vanhentenrijk, Jesse              1842           20817             0.5        598 w = 
001  598      Vandevenne, Sander                2156           31143             0.5        597 b = 
001  599      Stinis, Steven                    2092            6807             1.0        600 w 1 
001  600      Van Gestel, Jef                   1730           25482             0.0        599 b 0 
001  601      Festraerts, Len                   1739           24105             0.0        602 w 0 
001  602      Nuytens, Peter                    2059           21512             1.0        601 b 1 
001  603      Fleerackers, Willy                2000           50539             1.0        604 w 1 
001  604      Vanderveken, Antoon               1648           20197             0.0        603 b 0 
001  605      Vercammen, Robert                 1962           52469             0.5        606 w = 
001  606      Kleykens, Benny                   2055           97881             0.5        605 b = 
001  607      Vande Velde, Erik                 1932           45420             1.0        608 w 1 
001  608      Deweerdt, Jan                     1964           13315             0.0        607 b 0 
001  609      Torfs, Hendrik                    1860           24514             1.0        610 w 1 
001  610      Van Goethem, Jozef                1892           28754             0.0        609 b 0 
001  611      Liekens, Ronny                    1776           54267             0.0        612 w 0 
001  612      Van Simaeys, Axel                 1884           11752             1.0        611 b 1 
001  613      Engelaer, Maurice                 1997           40363             0.0        614 w 0 
001  614      Macquoy, Ruben                    1894           23258             1.0        613 b 1 
001  615      De Coninck, Nelles                1889           23174             0.5        616 w = 
001  616      Van Herck, Marcel                 1964            1112             0.5        615 b = 
001  617      Van Lil, Bob                      1895           44971             0.5        618 w = 
001  618      Bistiaux, Thomas                  1840            3531             0.5        617 b = 
001  619      Vander Voort, Patrick             1649           14303             0.5        620 w = 
001  620      Moors, Marc                       1821           62715             0.5        619 b = 
001  621      Verhulst, Tobias                  1911           53805             0.5        622 w = 
001  622      Porteman, Eric                    1867           28291             0.5        621 b = 
001  623      Remont, Léopold                   1849            2411             0.0        624 w 0 
001  624      Van Hecke, Jeroen                 1872           46353             1.0        623 b 1 
001  625      Boeckx, Ben                       1800           11499             1.0        626 w 1 
001  626      Crahay, Stephane                  1893           79278             0.0        625 b 0 
001  627      Leboutte, Simon                   1669           24288             0.0        628 w 0 
001  628      Van Amerongen, Mart               1888           14263             1.0        627 b 1 
001  629      Massoels, Thomas                  1961           21113             1.0        630 w 1 
001  630      Van Praag, Bart                   1894           17256             0.0        629 b 0 
001  631      Delanoeije, Patrick               1924           15377             0.0        632 w 0 
001  632      Heremans, Dries                   1839            5207             1.0        631 b 1 
001  633      Brand, Leonard                    1591           17860             0.0        634 w 0 
001  634      Vervaet, Bart                     1884           13286             1.0        633 b 1 
001  635      Kutlu, Hasan                      1854           49506             0.5        636 w = 
001  636      Lovasz, Jip                       1635           29174             0.5        635 b = 
001  637      Gerard, Mark                      1874           69141             0.5        638 w = 
001  638      Sleurs, Juliette                  1923           14043             0.5        637 b = 
001  639      Nijssen, Peter                    1960           55964             1.0        640 w 1 
001  640      Van Lochem, Alex                  1821           23766             0.0        639 b 0 
001  641      Lecocq, Arthur                    1854           19242             0.5        642 w = 
001  642      Gijbels, Rudi                     1873           95184             0.5        641 b = 
001  643      Smirnov, Sergey                   1756           23194             0.5        644 w = 
001  644      Mathonet, Corentin                1760           14377             0.5        643 b = 
001  645      Karanda, Konstantin               2103           26756             1.0        646 w 1 
001  646      Van Den Bossche, Gunter           1865           11151             0.0        645 b 0 
001  647      Bes, Nikolaas                     1820           47104             0.0        648 w 0 
001  648      Jans, Patrick                     2015           92649             1.0        647 b 1 
001  649      Gendarme, Pierre                  1887           70483             0.5        650 w = 
001  650      Peeters, Bart                     1820           51292             0.5        649 b = 
001  651      Pattyn, Fjodor                    1619           25154             1.0        652 w 1 
001  652      Dechevres, Nicolas                1659           15718             0.0        651 b 0 
001  653      Carcan, Stephane                  1947           55603             1.0        654 w 1 
001  654      Van Schalkwijk, Boudewijn         1862           11746             0.0        653 b 0 
001  655      Dupont, Paul                      1761            6769             1.0        656 w 1 
001  656      Pierle, Willem                    1853           14893             0.0        655 b 0 
001  657      Vandecan, Michel                  1870           37401             1.0        658 w 1 
001  658      De Meyer, Laurent                 1686           92878             0.0        657 b 0 
001  659      Kembhavi, Vihaan                  1607           25774             0.5        660 w = 
001  660      Tutenel, Erik                     1825           56278             0.5        659 b = 
001  661      Weber, Peter                      1795           24868             0.5        662 w = 
001  662      Van Hoof, Jan                     1860           32352             0.5        661 b = 
001  663      Indemans, Rudi                    1881           40525             1.0        664 w 1 
001  664      Koppens, Daniel                   1774           23245             0.0        663 b 0 
001  665      Wertz, Yannick                    1784           15457             0.0        666 w 0 
001  666      Boatca, Luca                      1822           19574             1.0        665 b 1 
001  667      Picard, Hervé                     1751           18261             0.5        668 w = 
001  668      Frenzel, Qorianka                 1572           23839             0.5        667 b = 
001  669      Maeckelbergh, Geert               1890           43419             0.0        670 w 0 
001  670      Magold, Victor                    2006           29235             1.0        669 b 1 
001  671      Vaneechoutte, Ruben               1878           11668             1.0        672 w 1 
001  672      De Ceukelaire, Gert               1878           99152             0.0        671 b 0 
001  673      Maeckelbergh, Anne-Marie          1827             353             0.0        674 w 0 
001  674      Demiddele, Kevin                  1946           21440             1.0        673 b 1 
001  675      Golsta, Ramona                    1895           29242             1.0        676 w 1 
001  676      Roelants, Samuel                  1806           21277             0.0        675 b 0 
001  677      Vanobbergh, Gregory               1992           76228             0.0        678 w 0 
001  678      Theuerkauff, Olivier              1997           71919             1.0        677 b 1 
001  679      Gravidez, Tagumpay                1861           59382             1.0        680 w 1 
001  680      Nolf, Stephane                    2009           81698             0.0        679 b 0 
001  681      Haber, Jean-Pierre                1981           22578             0.5        682 w = 
001  682      Chung Choong Lon, Marc            1839           68209             0.5        681 b = 
001  683      Wyngaerden, Florian               1486           28415             1.0        684 w 1 
001  684      Bonfils, Liam                     1790           26927             0.0        683 b 0 
001  685      Van Ael, Bert                     1957           22471             1.0        686 w 1 
001  686      Thierens, Christian               1885           49425             0.0        685 b 0 
001  687      D'Haijère, Arnaud                 1945           75701             0.5        688 w = 
001  688      Schurins, Thomas                  1899           93637             0.5        687 b = 
001  689      Van Aken, Koen                    1924           10561             0.0        690 w 0 
001  690      Delesenne, Arthur                 1933           24506             1.0        689 b 1 
001  691      Tahari, Youcef Nazim              1766           25822             0.0        692 w 0 
001  692      De Bouver, Guido                  1870            9342             1.0        691 b 1 
001  693      Van Houtte, Thierry               2013           64491             0.5        694 w = 
001  694      Casier, Wim                       2069            2607             0.5        693 b = 
001  695      Kho, Justin                       1832           26874             0.0        696 w 0 
001  696      Hody, Pierre                      1966           91847             1.0        695 b 1 
001  697      Jourdain, Jean-François           1934           43036             0.0        698 w 0 
001  698      Pepermans, Jelle                  1815           34045             1.0        697 b 1 
001  699      Gilson, Pacôme                    1736           20829             0.0        700 w 0 
001  700      Corluy, Gregoire                  1884           24690             1.0        699 b 1 
001  701      Onrubia-Aviles, Carlos            1888           85103             0.0        702 w 0 
001  702      Voiculescu-Holvad, Stefan         1788           27211             1.0        701 b 1 
001  703      Pereiro, Jorge                    1679           21451             0.0        704 w 0 
001  704      De Verteuil, Peter                1867           26647             1.0        703 b 1 
001  705      Dedeycker, Hippolyte              1829           26838             1.0        706 w 1 
001  706      Wolff, Oren                       1656           19619             0.0        705 b 0 
001  707      Hinkel, Kira                      1616           24536             0.5        708 w = 
001  708      Silva, Federico                   1741           26880             0.5        707 b = 
001  709      De Meyer, Nicolas                 1804           23127             0.0        710 w 0 
001  710      Aguilar, Adriano                  1911           15626             1.0        709 b 1 
001  711      Kuy, Yannick                      1881           16387             1.0        712 w 1 
001  712      Van Steen, Guido                  1635           17254             0.0        711 b 0 
001  713      Baetens, Christophe               1573           24910             0.0        714 w 0 
001  714      Mechkor, Mohamed                  1835           21218             1.0        713 b 1 
001  715      Toledo, Samuel                    1724           22646             1.0        716 w 1 
001  716      Moallem, Ali                         0           29374             0.0        715 b 0 
001  717      Schepens, Aron                    1671           19643             0.0        718 w 0 
001  718      Goossens, Xavier                  2020           27111             1.0        717 b 1 
001  719      Verbruggen, Samuel                1955           23434             0.5        720 w = 
001  720      Heidingsfeld, Adam                1665           23384             0.5        719 b = 
001  721      Farkas, Viktor Maxim              1594           26958             0.0        722 w 0 
001  722      Danckaert, Luc                    1937            8273             1.0        721 b 1 
001  723      Philips, Richard                  1926           25518             1.0        724 w 1 
001  724      Hemerijckx, Jarne                    0           25217             0.0        723 b 0 
001  725      Minet, Julien                     1939           74926             1.0        726 w 1 
001  726      Bauwens, Steven                   1875           22161             0.0        725 b 0 
001  727      Vanlooy, Noel                     1827           50504             0.5        728 w = 
001  728      Drossart, Jonathan                1886           71137             0.5        727 b = 
001  729      Klipper, Noémie                   1851           24942             1.0        730 w 1 
001  730      D'Hooge, Frank                    1761            8397             0.0        729 b 0 
001  731      Pisaneschi, Maxime                1762           40185             0.0        732 w 0 
001  732      Staelens, Maël                    1845           22060             1.0        731 b 1 
001  733      Delbergue, Mossab                 2022           20700             1.0        734 w 1 
001  734      Verstraeten, Jan                  1940           33316             0.0        733 b 0 
001  735      Colin, Peter                      1950           23841             0.0        736 w 0 
001  736      Godart, Dorian                    1973           13445             1.0        735 b 1 
001  737      Akuatse, Angel Kaleb              1827           13468             0.0        738 w 0 
001  738      De Clercq, Matthias               1830           14317             1.0        737 b 1 
001  739      De Bode, Joren                    1824            7251             1.0        740 w 1 
001  740      Marchal, Patrice                  1851           76601             0.0        739 b 0 
001  741      Malfliet, Alexander               1944           15721             0.5        742 w = 
001  742      Van Peer, Cedric                  2012           51578             0.5        741 b = 
001  743      Koornstra, Robbert-Jan            1957           14835             1.0        744 w 1 
001  744      Van Wiele, Kurt                   1895            8974             0.0        743 b 0 
001  745      Boudry, Rik                       1685           12928             0.0        746 w 0 
001  746      Van Zeebroeck, Sam                1896           10344             1.0        745 b 1 
001  747      Martens, Aron                     1676           25614             1.0        748 w 1 
001  748      Laureys, Jo                       1607           14071             0.0        747 b 0 
001  749      Watte, Jan                        1910           42889             1.0        750 w 1 
001  750      Van Hoecke, Elena                 1867           24988             0.0        749 b 0 
001  751      Wagner, Hans                      1826           23876             0.5        752 w = 
001  752      Vanacker, Jeroen                  1899           13352             0.5        751 b = 
001  753      Tollenaere, Bert                  1880           44725             1.0        754 w 1 
001  754      Baekelandt, Els                   1695           52213             0.0        753 b 0 
001  755      Deleu, Leen                       1669           14517             0.0        756 w 0 
001  756      Heeffer, Albrecht                 1841           97390             1.0        755 b 1 
001  757      Debucke, Jolan                    2028           13798             1.0        758 w 1 
001  758      Barreau, Renaud                   1912           82147             0.0        757 b 0 
001  759      Lion, Maurice                     1933           88374             1.0        760 w 1 
001  760      Descamps, Stijn                   1958           14567             0.0        759 b 0 
001  761      Lemmens, Philip                   1907            9504             1.0        762 w 1 
001  762      Atienza, Hilario                  1916           69370             0.0        761 b 0 
001  763      Grobelny, Fabrice                 1876           89516             1.0        764 w 1 
001  764      Debucke, Dimitri                  1747           14384             0.0        763 b 0 
001  765      De Graef, Marc                    1862           12998             1.0        766 w 1 
001  766      Dhuyvetter, Koen                  1795           21857             0.0        765 b 0 
001  767      Vandesteene, Wesley               1674           10319             0.0        768 w 0 
001  768      Raman, Simon                      1876           16540             1.0        767 b 1 
001  769      Sleypen, Maxim                    1828           14276             0.5        770 w = 
001  770      Werbrouck, Stan                   1642           27132             0.5        769 b = 
001  771      Ooms, Kylion                      1686           15665             0.0        772 w 0 
001  772      Van Dorpe, Filip                  1802           15806             1.0        771 b 1 
001  773      Stevens, Rene                     1818           96493             0.5        774 w = 
001  774      Maddens, Martijn                  2124            6653             0.5        773 b = 
001  775      Petralia, Fabio                   1812           11450             0.5        776 w = 
001  776      Van Houtte, Filip                 1813           28134             0.5        775 b = 
001  777      Rogiers, Jonny                    1790           73717             0.0        778 w 0 
001  778      Logie, Bernard                    1844           69884             1.0        777 b 1 
001  779      Avereyn, Warre                    1924           25088             1.0        780 w 1 
001  780      Devos, Johan                      1712           49662             0.0        779 b 0 
001  781      Vansteenhuyse, Rune               1896           14415             0.5        782 w = 
001  782      Wyntin, Dag                       1932           59111             0.5        781 b = 
001  783      Vanmassenhove, Frederik           1859           20516             0.0        784 w 0 
001  784      Libbrecht, Peter                  1811           23884             1.0        783 b 1 
001  785      Eelbode, Ronald                   1813           39357             0.0        786 w 0 
001  786      Lambrecht, Milan                  1896           26990             1.0        785 b 1 
001  787      Lenaerts, Hugo                    1739           14296             1.0        788 w 1 
001  788      Lambrecht, Patrick                1803           76899             0.0        787 b 0 
001  789      Dechamps, Guido                   1905           24287             0.0        790 w 0 
001  790      Beukenhorst, Edo                  2005           99758             1.0        789 b 1 
001  791      De True, Toon                     1904           17817             0.0        792 w 0 
001  792      Burms, Jeroen                     1893           25399             1.0        791 b 1 
001  793      De Rycke, Timothy                 1913           24694             1.0        794 w 1 
001  794      Matthijs, Kris                    1888           46345             0.0        793 b 0 
001  795      Hock, Diego                       1909           83089             0.5        796 w = 
001  796      Zatyko, Ferry                     1811           33421             0.5        795 b = 
001  797      Lepers, Philippe                  1816           32140             1.0        798 w 1 
001  798      Defre, Walter                     1902           41955             0.0        797 b 0 
001  799      Van Heddeghem, Klaas              1770           50067             0.5        800 w = 
001  800      Lesage, Eddy                      1773           97674             0.5        799 b = 
001  801      Braem, Axel                       1610           21999             0.5        802 w = 
001  802      Declerck, Darrin                  1715           23901             0.5        801 b = 
001  803      Dhooge, Achiel                    1699            8401             0.0        804 w 0 
001  804      Vanroose, Gunnar                  1597           11405             1.0        803 b 1 
001  805      Devolder, Pieter                  1901            6785             0.5        806 w = 
001  806      Coucke, Bart                      1978           77267             0.5        805 b = 
001  807      Vanhaverbeke, Daan                1867           15387             1.0        808 w 1 
001  808      Hebbrecht, Hans                   1807           98179             0.0        807 b 0 
001  809      Deloof, Koen                      1828           39934             0.0        810 w 0 
001  810      Bruynooghe, Stefaan               1942           55417             1.0        809 b 1 
001  811      Deleu, Gilles                     1719           21261             1.0        812 w 1 
001  812      Meignen, Gaetan                   1763           56553             0.0        811 b 0 
001  813      Zemliachenko, Oleh                2002           28683             0.5        814 w = 
001  814      Pauwels, Rudi                     1850           19216             0.5        813 b = 
001  815      Renshofer, Tim                    1837           16624             0.0        816 w 0 
001  816      Mouhsine, Rachid                  1890           21609             1.0        815 b 1 
001  817      Busselen, Lucas                   1842           22712             1.0        818 w 1 
001  818      Geerts, Maarten                   1545           23861             0.0        817 b 0 
001  819      Breugelmans, Jan                  1545           24740             0.0        820 w 0 
001  820      De Vrieze, Sander                 1829           43044             1.0        819 b 1 
001  821      Bultijnck, Kristoff               1734           16944             0.0        822 w 0 
001  822      Vermeulen, Hailey                 1776           21117             1.0        821 b 1 
001  823      Ganguly, Aayush                   1760           22884             1.0        824 w 1 
001  824      De Meyere, Dirk                   1660           58947             0.0        823 b 0 
001  825      Suski, Dominiek                   1740           32247             1.0        826 w 1 
001  826      Verbeke, Basiel                   1630           23905             0.0        825 b 0 
001  827      Abramenko, Aleksei                1557           21740             1.0        828 w 1 
001  828      Van Rillaer, Dirk                 1727           36331             0.0        827 b 0 
001  829      Daels, Ilse                       1891           10542             0.5        830 w = 
001  830      Christiaens, Mark                 1846           47295             0.5        829 b = 
001  831      Kaminskiy, Volodimyr              1711           16787             0.0        832 w 0 
001  832      Debaere, Thomas                   1811           27321             1.0        831 b 1 
001  833      Daels, Emma                       1713           10544             0.5        834 w = 
001  834      Zootjes, Aaron                    1644           24483             0.5        833 b = 
001  835      Christiaens, Nyssa                1624           15412             1.0        836 w 1 
001  836      Vanbeselaere, Victor              1676           27325             0.0        835 b 0 
001  837      Orban, Pieter-Jan                 1839           23247             1.0        838 w 1 
001  838      Carlier, Ansgar                   2076           16730             0.0        837 b 0 
001  839      Van De Vaerd, Miguel              1954           11518             1.0        840 w 1 
001  840      Declerck, Adriaan                 1740           21205             0.0        839 b 0 
001  841      Vanden Bossche, Nicolas           1806           11711             0.5        842 w = 
001  842      Temmerman, Sander                 1891           13522             0.5        841 b = 
001  843      Temmerman, Sara                   1871           13529             1.0        844 w 1 
001  844      De Rycke, Killian                 1735           15710             0.0        843 b 0 
001  845      Coupe, Rudy                       1794            6530             0.5        846 w = 
001  846      De Putter, Peter                  1822           16353             0.5        845 b = 
001  847      Freeke, Kees                      1778           29318             0.0        848 w 0 
001  848      Claproth, Mels                    1699           22074             1.0        847 b 1 
001  849      Vandermeulen, Oscar               1729           16598             0.0        850 w 0 
001  850      Dumont, Freddy                    1768           80748             1.0        849 b 1 
001  851      Frouws, Willem                    1745           23381             0.5        852 w = 
001  852      Burssens, Maya                    1699           16894             0.5        851 b = 
001  853      De Baets, Branko                  1925           14992             1.0        854 w 1 
