00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 2 à 2
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=760 R=1 S=06/10/24 E=06/10/24 +300 =160 -300
012 Belgian Interclubs 2024 - 2025 - Round 2
022 Various locations in Belgian Clubs
032 BEL
042 2024-10-06
052 2024-10-06
062 760
102 Cornet, Luc
001  425      Dubois, Théo                      1747           68098             1.0        426 w 1 
001  426      Alary, Philippe                   1600           99966             0.0        425 b 0 
001  427      Baccus, Michel                    1609           70386             0.0        428 w 0 
001  428      Piron, Jean-Marie                 1755           65722             1.0        427 b 1 
001  429      Thomas, Giuliano                  1490           28370             0.0        430 w 0 
001  430      Gravini, Edwin                    1616           50133             1.0        429 b 1 
001  431      Recloux, Georges                  1540           77411             1.0        432 w 1 
001  432      Gatellier, Julien                    0           29162             0.0        431 b 0 
001  433      Charles, Freddy                   1829           60241             1.0        434 w 1 
001  434      Van Lochem, David                 1633           23764             0.0        433 b 0 
001  435      Hellemans, Jonathan                  0           24799             1.0        436 w 1 
001  436      Oostenbach, Ronny                 1670           73393             0.0        435 b 0 
001  437      Bleus, Axel                       1486           28202             0.5        438 w = 
001  438      Mathonet, Eric                    1565           13443             0.5        437 b = 
001  439      Boitte, Julien                    1490           26961             0.0        440 w 0 
001  440      Henderyckx, Nathan                   0           28856             1.0        439 b 1 
001  441      Laureyn, Nicolas                  1532           26517             0.0        442 w 0 
001  442      Tariverdiyev, Elman               1851           29101             1.0        441 b 1 
001  443      Hepting, Frank                    1821           27091             1.0        444 w 1 
001  444      Dengis, Emile                     1632            2160             0.0        443 b 0 
001  445      Mormont, Nathan                   1561           18302             0.0        446 w 0 
001  446      Weiss, Philipp                    1728           99791             1.0        445 b 1 
001  447      Vogel, Kurt                       1720           29103             0.5        448 w = 
001  448      Dekoker, Patricia                 1414           60498             0.5        447 b = 
001  449      Wilmots, Yentl                    1862           21680             1.0        450 w 1 
001  450      Houzé, Sylvain                    1656           24499             0.0        449 b 0 
001  451      Lemoine, Christian                1658           97702             0.0        452 w 0 
001  452      Dekoster, Pascal                  1835           54658             1.0        451 b 1 
001  453      Pletinckx, Eddy                   1768           76325             1.0        454 w 1 
001  454      Fervaille, Philippe               1525           98517             0.0        453 b 0 
001  455      Puttemans, Eric                   1496           16400             0.0        456 w 0 
001  456      Cornelis, Eric                    1722           76317             1.0        455 b 1 
001  457      Heynen, Martin                    1795           98118             1.0        458 w 1 
001  458      Pann, Séthy                       1681           28109             0.0        457 b 0 
001  459      Martin, Alexandre                 1679           27479             1.0        460 w 1 
001  460      Menet, Kévin                      1694           28348             0.0        459 b 0 
001  461      Haubruge, Andy                    1561           28083             1.0        462 w 1 
001  462      Druart, Christophe                1503           98654             0.0        461 b 0 
001  463      Deroubaix, Maoro                  1400           27565             1.0        464 w 1 
001  464      Taquet, Gabin                     1579           21535             0.0        463 b 0 
001  465      Degembe, Serge                    1871           73946             0.0        466 w 0 
001  466      De Mol, Patrick                   1836           57011             1.0        465 b 1 
001  467      Griffon, Andre                    1728           73903             0.5        468 w = 
001  468      Moens, Bernard                    1746           93661             0.5        467 b = 
001  469      Moury, Baptiste                   1508           21389             0.5        470 w = 
001  470      Hernalsteen, Johan                1708            5932             0.5        469 b = 
001  471      Van De Craen, Henry                  0           26818             1.0        472 w 1 
001  472      Randour, Gaspard                     0           28641             0.0        471 b 0 
001  473      Lebeau, Raphaël                   1677           22016             0.0        474 w 0 
001  474      Chabeau, Patrice                  1708           94935             1.0        473 b 1 
001  475      Chabeau, Kurt                     1708           23805             0.0        476 w 0 
001  476      Saya, Jean-Philippe                  0           29372             1.0        475 b 1 
001  477      Attout, Francois                  1642           24513             0.0        478 w 0 
001  478      Marchal, Anaïs                    1712           12610             1.0        477 b 1 
001  479      Pirard, Adrien                    1512           83119             0.5        480 w = 
001  480      Mary, Audric                         0           29255             0.5        479 b = 
001  481      Ho, Sy Le                         1773           23402             0.5        482 w = 
001  482      Varoquier, Eric                   1932           65765             0.5        481 b = 
001  483      Morici, Alessandro                1771           13979             0.5        484 w = 
001  484      Seliga, Mathis                    1634           26922             0.5        483 b = 
001  485      Pitropakis, Kyriakos              1709           43605             0.0        486 w 0 
001  486      Werner, Guy                       1774           81728             1.0        485 b 1 
001  487      Bussola, Eric                     1718           77828             1.0        488 w 1 
001  488      Cocomazzi, Mathias                1511           26775             0.0        487 b 0 
001  489      Demeulder, Eliott                 1947           28350             1.0        490 w 1 
001  490      Pauwels, Pascal                   1821           82899             0.0        489 b 0 
001  491      Monnier, Samuel                   1792           97301             0.0        492 w 0 
001  492      Vivone, Santino                   1939           59048             1.0        491 b 1 
001  493      Dullier, Nicolas                  1736           27933             1.0        494 w 1 
001  494      Colombo, Fabio                    1719           12754             0.0        493 b 0 
001  495      Semal, Sebastien                  1670           22809             1.0        496 w 1 
001  496      Laurent, Nicolas                  1524           17115             0.0        495 b 0 
001  497      Drossart, Julien                  1671           63771             0.0        498 w 0 
001  498      Mangini, Giovanni                 1680           97504             1.0        497 b 1 
001  499      Adam, Sébastien                   1400           27067             0.0        500 w 0 
001  500      Lepape, Philippe                  1601           67971             1.0        499 b 1 
001  501      Permentier, Christian             1574           60105             1.0        502 w 1 
001  502      Wargnies, Willy                   1420           25766             0.0        501 b 0 
001  503      Adam, Léa                         1478           23730             0.0        504 w 0 
001  504      Herman, Issam                     1460           26592             1.0        503 b 1 
001  505      Giannone, Angelo                  1671           25492             0.0        506 w 0 
001  506      Chantry, Vincent                  1678           68292             1.0        505 b 1 
001  507      Beghin, Philippe                  1657           20519             0.5        508 w = 
001  508      Loes, Pierre                      1596           97627             0.5        507 b = 
001  509      Cardella, Andrea                  1450           27281             0.0        510 w 0 
001  510      Wiot, Philippe                    1601           83127             1.0        509 b 1 
001  511      Eloy, Timothée                    1400           22087             0.0        512 w 0 
001  512      Fonteyn, François                 1524           27222             1.0        511 b 1 
001  513      George, Michaël                   1937           72443             1.0        514 w 1 
001  514      Decellier, Patrick                1834           84735             0.0        513 b 0 
001  515      Belin, David                      1769           16858             1.0        516 w 1 
001  516      Engelen, Audric                   1707           76708             0.0        515 b 0 
001  517      Piette Jacques, Gabriel           1493           24257             1.0        518 w 1 
001  518      Hanarte, Gaëtan                   1660           12935             0.0        517 b 0 
001  519      Poublon, Guillaume                1565           26464             1.0        520 w 1 
001  520      George, Lucas                     1400           21360             0.0        519 b 0 
001  521      Russo, Bruno                      1897           61948             1.0        522 w 1 
001  522      Romero Flores, Jose Miguel        1537           24669             0.0        521 b 0 
001  523      Hauben, Lukas                        0           24141             0.5        524 w = 
001  524      Iboud, Samir                      1834           23289             0.5        523 b = 
001  525      Debaise, Vincent                  1746           24831             1.0        526 w 1 
001  526      Caulier, Alexandre                1400           27702             0.0        525 b 0 
001  527      Caulier, André                    1566           27694             0.0        528 w 0 
001  528      Romboni, Charles                  1720           13053             1.0        527 b 1 
001  529      Auquier, Yvan                     1703           80195             0.0        530 w 0 
001  530      Descamps, Thomas                  1661           23292             1.0        529 b 1 
001  531      Haller, Frederic                  1613           98215             0.0        532 w 0 
001  532      Dejasse, Daniel                   1642           63371             1.0        531 b 1 
001  533      Vignery, Gaël                     1507           27591             1.0        534 w 1 
001  534      Buffo, Rinaldo                    1605           26134             0.0        533 b 0 
001  535      Chitishvili, Nino                 1518           26136             0.5        536 w = 
001  536      Dehoux, Frédéric                  1524           23997             0.5        535 b = 
001  537      Vagenende, Lars                   1667           16208             1.0        538 w 1 
001  538      Mallems, Juul                     1616           26711             0.0        537 b 0 
001  539      Maes, Jasper                      1455           19553             0.5        540 w = 
001  540      Vertongen, Jack                   1688           17122             0.5        539 b = 
001  541      Di Marcantonio, Tigo              1564           20180             1.0        542 w 1 
001  542      De Smet, Francis                  1477           19860             0.0        541 b 0 
001  543      Maes, Erwin                       1477           27336             0.0        544 w 0 
001  544      Duthoi, Mattijs                   1482           23853             1.0        543 b 1 
001  545      Van Den Abeele, Veerle            1677            3794             1.0        546 w 1 
001  546      Cant, Gert                        1635           22942             0.0        545 b 0 
001  547      Lemahieu, Henri                   1610           27338             1.0        548 w 1 
001  548      Inghelbrecht, Veronique           1673           35891             0.0        547 b 0 
001  549      De Caluwé, Gerard                 1538           16100             1.0        550 w 1 
001  550      Vandeputte, Sander                1551           44822             0.0        549 b 0 
001  551      Hooft, Lucas                      1520           27346             1.0        552 w 1 
001  552      Klijsen, Yvonne                   1506           32557             0.0        551 b 0 
001  553      Siau, Izzy                        1737           18791             1.0        554 w 1 
001  554      Vanhauwere, Anton                 1696           12936             0.0        553 b 0 
001  555      De Rycke, Georges                 1594           19627             1.0        556 w 1 
001  556      Vandekerckhove, Ava               1637           45900             0.0        555 b 0 
001  557      Verselder, Franky                 1622           47376             0.5        558 w = 
001  558      De Martelaere, Bram               1492           16693             0.5        557 b = 
001  559      Van Heghe, Isabelle               1402           38016             0.5        560 w = 
001  560      Kindts, Christelle                1400           19865             0.5        559 b = 
001  561      Claeys, Robin                     1911           11876             1.0        562 w 1 
001  562      Staes, Jan                        1764           10208             0.0        561 b 0 
001  563      Van Orden, Danny                  1603           24867             0.5        564 w = 
001  564      Langie, Jeroen                    1711           12160             0.5        563 b = 
001  565      Jalalijam, Amir                   1660           11462             1.0        566 w 1 
001  566      Dom, Johan                        1596           24865             0.0        565 b 0 
001  567      Dom, Niels                        1490           24885             0.0        568 w 0 
001  568      Claeys, Elisabeth                 1671           10306             1.0        567 b 1 
001  569      Gyselinck, Jelle                  1827           23809             1.0        570 w 1 
001  570      Kinaupenne, Sebe                  1434           25547             0.0        569 b 0 
001  571      Karwar, Walid                     1576           27247             1.0        572 w 1 
001  572      Van Der Paelt, Thomas             1675           25170             0.0        571 b 0 
001  573      Vieren, Pascal                       0           29338             1.0        574 w 1 
001  574      Smekens, Ann                      1478           11922             0.0        573 b 0 
001  575      Kinaupenne, Twan                  1400           25549             0.0        576 w 0 
001  576      Vieren, Oscar                        0           29048             1.0        575 b 1 
001  577      Wielfaert, Koen                   1758           12289             1.0        578 w 1 
001  578      Delvenne, Jean-Charles            1750           26782             0.0        577 b 0 
001  579      Pranckevicius, Mattias            1771           24629             0.0        580 w 0 
001  580      De Scheemacker, Peter             1609           22071             1.0        579 b 1 
001  581      Debucke, Ruben                    1539           14564             1.0        582 w 1 
001  582      Delvenne, Henri                   1553           26787             0.0        581 b 0 
001  583      Mesmin, Louis                        0           26776             1.0        584 w 1 
001  584      Wielfaert, Wout                      0           28337             0.0        583 b 0 
001  585      De Bosscher, Peter                1802             655             0.5        586 w = 
001  586      Dauw, Tony                        1783           48691             0.5        585 b = 
001  587      Dehond, Marc                      1625           58645             0.0        588 w 0 
001  588      Laureys, Mats                     1717           12750             1.0        587 b 1 
001  589      Lerinckx, Sander                  1563           12702             1.0        590 w 1 
001  590      De Keyser, Eric                   1491           10882             0.0        589 b 0 
001  591      Prakash, Yuvan                       0           22817             0.0        592 w 0 
001  592      Lot, Nathan                       1432           21306             1.0        591 b 1 
001  593      Nguyen, Phuc Huy                  1518           19377             0.5        594 w = 
001  594      Fontigny, François                1804            9067             0.5        593 b = 
001  595      Paquereau-Gaboreau, Tanguy        1768           25662             1.0        596 w 1 
001  596      Bota, Eric                           0           27889             0.0        595 b 0 
001  597      Anrys, Lenne                         0           27915             1.0        598 w 1 
001  598      Serra, Raoul                      1714           75744             0.0        597 b 0 
001  599      Mc Hale, André                    1554           61778             1.0        600 w 1 
001  600      Schoors, Toon                        0           24944             0.0        599 b 0 
001  601      Brion, Philippe                   1834           74888             1.0        602 w 1 
001  602      Solis Calancha, Jordi             1741           17688             0.0        601 b 0 
001  603      Van Hoey, Luca                    1616           21559             0.0        604 w 0 
001  604      Pringot, Ilya                     1807           24301             1.0        603 b 1 
001  605      Rando, Manuel                     1708           67164             0.0        606 w 0 
001  606      Jadoul, Mathys                    1644           17129             1.0        605 b 1 
001  607      Tempels, Damien                   1400           25177             1.0        608 w 1 
001  608      Samray, Boris                        0           26062             0.0        607 b 0 
001  609      Bitarinsa, Arthur                 1783           29418             1.0        610 w 1 
001  610      Cotman, Lothar                    1753           16246             0.0        609 b 0 
001  611      Cotman, Bernd                     1739           13055             1.0        612 w 1 
001  612      Heynsmans, Michel                 1622           60620             0.0        611 b 0 
001  613      Van Mol, Yves                     1601           46302             1.0        614 w 1 
001  614      Roeting, Gregory                  1661           13026             0.0        613 b 0 
001  615      Cotman, Dirk                      1619           13052             0.0        616 w 0 
001  616      Simon, Fernand                    1549           14019             1.0        615 b 1 
001  617      Mansour, Johan                    1603           26820             1.0        618 w 1 
001  618      Gatta, Bruno                      1608           58017             0.0        617 b 0 
001  619      Grammatikopoulos, Ioannis         1605           19684             0.0        620 w 0 
001  620      Frisina, Lucas                       0           29121             1.0        619 b 1 
001  621      Vandenberghe, Marc                1658           23297             1.0        622 w 1 
001  622      Dirlewanger, Pierre                  0           29484             0.0        621 b 0 
001  623      Pinto De Abreu, Hugo                 0           29265             0.0        624 w 0 
001  624      Doyle, Robert                        0           29139             1.0        623 b 1 
001  625      De Greve, Willy                   1572           45128             0.0        626 w 0 
001  626      Merle, Thibault                   1583           23956             1.0        625 b 1 
001  627      Merle, Lila                       1474           23719             1.0        628 w 1 
001  628      François, Emile                   1511           27536             0.0        627 b 0 
001  629      Van Impe, Tristan                 1497           26700             1.0        630 w 1 
001  630      Toledo, Jim                       1400           27214             0.0        629 b 0 
001  631      Merle, Iris                       1400           26793             0.0        632 w 0 
001  632      Pissoort, Arne                       0           27977             1.0        631 b 1 
001  633      Doubnov, Ilucha                   1736           85863             0.0        634 w 0 
001  634      Tahini, Bilal                     1688           26659             1.0        633 b 1 
001  635      Tupikin, Viktor                   1699           24386             0.5        636 w = 
001  636      Vanvlasselaer, Miguel             1622           25646             0.5        635 b = 
001  637      Vanvlasselaer, Michael            1514           24812             0.0        638 w 0 
001  638      Ben Yahmed, Amine                 1566           24522             1.0        637 b 1 
001  639      Qu, Fei                           1605           24264             1.0        640 w 1 
001  640      Benaissa, Mustapha                1491           25916             0.0        639 b 0 
001  641      Nolf, Pierre                      1721           26209             0.0        642 w 0 
001  642      Proost, Benn                      1644           25384             1.0        641 b 1 
001  643      Koszek, Tomasz                    1648           29421             1.0        644 w 1 
001  644      Frederiksen, Jens                 1706           78697             0.0        643 b 0 
001  645      Amadou, Bilal                     1756           23344             1.0        646 w 1 
001  646      Van Den Bergh, Luc                1685            3841             0.0        645 b 0 
001  647      Dudley, Timothy                   1490           17293             0.0        648 w 0 
001  648      Man, Lucas                        1729           28121             1.0        647 b 1 
001  649      Peeters, Simonne                  1731           75671             0.0        650 w 0 
001  650      Haulotte, François                1835           86941             1.0        649 b 1 
001  651      Taourchi, Malik                   1400           28412             0.5        652 w = 
001  652      Mahla, Amine                      1665           26797             0.5        651 b = 
001  653      Koninckx, Eric                    1588           97868             1.0        654 w 1 
001  654      Nayan, Jamy                          0           28015             0.0        653 b 0 
001  655      Riahi, Myriam                        0           27878             0.0        656 w 0 
001  656      Souweine, Edwige                  1550           15676             1.0        655 b 1 
001  657      Caels, Viviane                    1887           97101             0.0        658 w 0 
001  658      Liman, Âlim                       1748           18148             1.0        657 b 1 
001  659      Willocx Vandeven, Bob             1649           25727             0.0        660 w 0 
001  660      Servais, Frédéric                 1821           12208             1.0        659 b 1 
001  661      Graulich, Tram Bach               1779           28013             1.0        662 w 1 
001  662      Shchetinin, Mykyta                1603           24637             0.0        661 b 0 
001  663      Bolhov, Ivan                      1520           26885             0.0        664 w 0 
001  664      Remon, Serge                      1679           68764             1.0        663 b 1 
001  665      Templereau, Brice                    0           27531             0.0        666 w 0 
001  666      Anciaux, Marc                     1980           92894             1.0        665 b 1 
001  667      Grillmaier, Philippe              1934           29301             1.0        668 w 1 
001  668      Meerschman, Maxime                1617           60220             0.0        667 b 0 
001  669      Berg, Joakim Pedersen             1524           23653             0.5        670 w = 
001  670      Pouillon, Mathieu                 1748           26083             0.5        669 b = 
001  671      Wéry, Jean-Luc                    1588           26075             1.0        672 w 1 
001  672      Drevet, Tommy                        0           29399             0.0        671 b 0 
001  673      Heuschen, Roland                  1799           82384             0.5        674 w = 
001  674      Coutton, Vincent                  1767           19813             0.5        673 b = 
001  675      Lannoye, Cédric                   1671           25065             0.0        676 w 0 
001  676      Sferruggia, Serge                 1767           70521             1.0        675 b 1 
001  677      Bair, Marc                        1771           94501             0.0        678 w 0 
001  678      De Briey, Igor                    1564           20660             1.0        677 b 1 
001  679      Massez, Vadim                     1479           22933             0.0        680 w 0 
001  680      Mollica, Antonio                  1709           82775             1.0        679 b 1 
001  681      Dumont, Thomas                    1678           13069             0.0        682 w 0 
001  682      Sauvage, Eric                     1988           70378             1.0        681 b 1 
001  683      Nadin, Corinne                    1689           97659             0.0        684 w 0 
001  684      Marion, Luca                      1582           27136             1.0        683 b 1 
001  685      Englebert, Francois               1490           90468             0.0        686 w 0 
001  686      Morgenthal, Renaud                1608           81833             1.0        685 b 1 
001  687      Hubert, René                      1597           17370             0.0        688 w 0 
001  688      Govaert, Martin                      0           29443             1.0        687 b 1 
001  689      Marion, Axel                      1531           97477             0.0        690 w 0 
001  690      Lievens, Robert                   1650           14915             1.0        689 b 1 
001  691      Huguet, Xavier                    1578           26791             1.0        692 w 1 
001  692      Durimel, Francis                     0           29392             0.0        691 b 0 
001  693      Depienne, Antoine                    0           27949             0.5        694 w = 
001  694      Dumoulin, Patrick                 1554           19606             0.5        693 b = 
001  695      Laouar, Hassen                    1562           63720             0.0        696 w 0 
001  696      Docquier, Raphaël                    0           27350             1.0        695 b 1 
001  697      Corda, Thierry                    1878           72583             1.0        698 w 1 
001  698      Algera, Elton                     1605           24519             0.0        697 b 0 
001  699      Van Stiphout, Marc                1734           38890             0.5        700 w = 
001  700      Collignon, Fabrice                1735           70327             0.5        699 b = 
001  701      Grignard, Loïc                    1637           19653             1.0        702 w 1 
001  702      Algera, Rune                      1578           23707             0.0        701 b 0 
001  703      Schouteden, Linda                 1406           19478             0.0        704 w 0 
001  704      Delvaux, Lucas                       0           27965             1.0        703 b 1 
001  705      Giagoulis, Dimitri                1911           97128             0.5        706 w = 
001  706      Hilgers, Garry                    1810           10780             0.5        705 b = 
001  707      Simons, Jean                      1858           48895             1.0        708 w 1 
001  708      De Leeuw, Florent                 1685           27551             0.0        707 b 0 
001  709      Demblon, Jean-Luc                 1658           65099             0.5        710 w = 
001  710      Jenniges, Klaus                   1605           98612             0.5        709 b = 
001  711      Lentz, Joseph                     1466           96792             0.0        712 w 0 
001  712      Dauby, Arthur                     1617           26424             1.0        711 b 1 
001  713      Schmitz, Janne                    1473           27840             0.0        714 w 0 
001  714      Wertz, Heinrich                   1768           15687             1.0        713 b 1 
001  715      Paulus, Werner                    1708           20885             1.0        716 w 1 
001  716      Wertz, William                    1491           18699             0.0        715 b 0 
001  717      Kaiser, Eliah                        0           28165             0.0        718 w 0 
001  718      Desauw, Alfons                    1669           64416             1.0        717 b 1 
001  719      Hermens, Juergen                  1498           98744             1.0        720 w 1 
001  720      Tokoglu, Ata Can                     0           27373             0.0        719 b 0 
001  721      Sinnaeve, Juul                    1595           20029             0.0        722 w 0 
001  722      Boucourre, Tanguy                 1742           29449             1.0        721 b 1 
001  723      Bisiaux, Geoffrey                 1596           29451             0.5        724 w = 
001  724      Meulemeester, Joran               1506           21612             0.5        723 b = 
001  725      Budaev, Sorkhogtani Behki         1400           27431             0.0        726 w 0 
001  726      Desimpelaere, Christian           1589           23727             1.0        725 b 1 
001  727      Poublon, Lucien                   1597           50049             0.0        728 w 0 
001  728      Backiel, Robert                   1400           27544             1.0        727 b 1 
001  729      Levers, Thierry                   1873           63134             0.0        730 w 0 
001  730      Van De Velde, Stijn               1736           24903             1.0        729 b 1 
001  731      De Geeter, Arne                   1734           11712             0.5        732 w = 
001  732      Cloes, Johan                      1779           85901             0.5        731 b = 
001  733      Vicainne, Jérôme                  1749           91472             1.0        734 w 1 
001  734      Foulon, Thales                    1547           16129             0.0        733 b 0 
001  735      Van Stechelman, Stan                 0           23622             0.0        736 w 0 
001  736      Wauters, Ladislas                 1647           20799             1.0        735 b 1 
001  737      Bondroit, Stef                    1739           11125             0.5        738 w = 
001  738      De Vogelaere, Bart                1793           26948             0.5        737 b = 
001  739      Botteman, Mattice                    0           25335             0.5        740 w = 
001  740      Nagy, Akos                        1691           21388             0.5        739 b = 
001  741      Proost, Geert                        0           11899             0.0        742 w 0 
001  742      Botteman, Vincent                 1548           21292             1.0        741 b 1 
001  743      Botteman, Maïté                   1400           25343             0.0        744 w 0 
001  744      Orban, Jasper                     1508           23320             1.0        743 b 1 
001  745      Fernández Domingos, Elias            0           26843             1.0        746 w 1 
001  746      Michonski, Konrad                 1714           24807             0.0        745 b 0 
001  747      Wilmotte, Frederik                1680           23375             0.0        748 w 0 
001  748      Tersmette, Alexander              1699           24810             1.0        747 b 1 
001  749      Zorrilla Silva, Moises Alberto    1600           26442             0.0        750 w 0 
001  750      Wittevrongel, Jarith              1689           13723             1.0        749 b 1 
001  751      Desloovere, Peter                 1674           17482             0.5        752 w = 
001  752      Duvillier, Frederic               1546           23092             0.5        751 b = 
001  753      Meert, Maarin                     1807           19738             0.5        754 w = 
001  754      Decaestecker, Maarten             1804           21456             0.5        753 b = 
001  755      Oost, Bill                           0           26567             0.0        756 w 0 
001  756      Debunne, Lasse                    1734           14392             1.0        755 b 1 
001  757      Meert, Senne                      1532           21168             0.5        758 w = 
001  758      Priem, Korneel                    1492           24702             0.5        757 b = 
001  759      Reybroeck, Arjen                  1496           22878             1.0        760 w 1 
001  760      Ingels, Nick                      1490           24147             0.0        759 b 0 
