00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 1 à 1
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=760 R=1 S=29/09/24 E=29/09/24 +308 =144 -308
012 Belgian Interclubs 2024 - 2025 - Round 1
022 Various locations in Belgian Clubs
032 BEL
042 2024-09-29
052 2024-09-29
062 760
102 Cornet, Luc
001  425      Louppe, Patrice                   1576           15462             1.0        426 w 1 
001  426      Gatellier, Julien                    0           29162             0.0        425 b 0 
001  427      Piron, Laure                         0           14790             0.0        428 w 0 
001  428      Mathonet, Eric                    1565           13443             1.0        427 b 1 
001  429      Couniot, Jacques                  1767           22688             1.0        430 w 1 
001  430      Mikolajezak, Dominique            1766           88331             0.0        429 b 0 
001  431      Gerard, Xavier                    1764           16964             1.0        432 w 1 
001  432      Alary, Philippe                   1600           99966             0.0        431 b 0 
001  433      Gravini, Edwin                    1616           50133             0.0        434 w 0 
001  434      Evrard, William                      0           29153             1.0        433 b 1 
001  435      Lequeux, Sylvain                     0           17093             0.0        436 w 0 
001  436      Recloux, Georges                  1540           77411             1.0        435 b 1 
001  437      Zamparo, Sergio                   1983           95052             1.0        438 w 1 
001  438      Coibion, Charles                  2199           71455             0.0        437 b 0 
001  439      Pironet, Quentin                  1762           26870             0.0        440 w 0 
001  440      De Reymaeker, Walter              1918           34584             1.0        439 b 1 
001  441      Herman, Luc                       1836            8575             0.0        442 w 0 
001  442      De Groot, Frans                   1805           27305             1.0        441 b 1 
001  443      Bontemps, Martin                     0           28161             1.0        444 w 1 
001  444      Van De Craen, Piet                1721            7013             0.0        443 b 0 
001  445      Morvrange, Camille                1700           27064             0.5        446 w = 
001  446      Pham, Cam Ngoc                    1789           25218             0.5        445 b = 
001  447      Pham Kieu, Khanh                  1631           20509             0.5        448 w = 
001  448      Fiammetti, Alexandre              1621           72389             0.5        447 b = 
001  449      Rol Cortijo, Pablo                1622           25630             1.0        450 w 1 
001  450      Pinet, Valentine                  1522           19029             0.0        449 b 0 
001  451      Pham Hoang, Minh                  1400           26020             0.0        452 w 0 
001  452      Laouar, Hassen                    1562           63720             1.0        451 b 1 
001  453      Seliga, Mathis                    1634           26922             0.0        454 w 0 
001  454      Wilmots, Yentl                    1862           21680             1.0        453 b 1 
001  455      Pletinckx, Eddy                   1768           76325             0.0        456 w 0 
001  456      Cocomazzi, Mathias                1511           26775             1.0        455 b 1 
001  457      Bensafi, Mathias                  1510           17730             0.5        458 w = 
001  458      Smeyers, Johan                    1725           17422             0.5        457 b = 
001  459      Cornelis, Eric                    1722           76317             1.0        460 w 1 
001  460      Romero Flores, Jose Miguel        1537           24669             0.0        459 b 0 
001  461      Varoquier, Eric                   1932           65765             1.0        462 w 1 
001  462      Bury, Martin                      1692           23972             0.0        461 b 0 
001  463      Moreau, Pierre                    1495           27540             0.0        464 w 0 
001  464      Morici, Alessandro                1771           13979             1.0        463 b 1 
001  465      Werner, Guy                       1774           81728             0.5        466 w = 
001  466      Lebeau, Raphaël                   1677           22016             0.5        465 b = 
001  467      Saya, Jean-Philippe                  0           29372             0.0        468 w 0 
001  468      Herbay, Giacomo                   1734           16647             1.0        467 b 1 
001  469      Lhost, Geoffrey                   1945           60747             1.0        470 w 1 
001  470      Moens, Bernard                    1746           93661             0.0        469 b 0 
001  471      Kuts, Ivan                           0           28298             0.0        472 w 0 
001  472      Chabeau, Patrice                  1708           94935             1.0        471 b 1 
001  473      Chabeau, Kurt                     1708           23805             1.0        474 w 1 
001  474      Kuts, Olena                          0           28299             0.0        473 b 0 
001  475      Randour, Gaspard                     0           28641             0.0        476 w 0 
001  476      Pirard, Adrien                    1512           83119             1.0        475 b 1 
001  477      Solis Calancha, Jordi             1741           17688             1.0        478 w 1 
001  478      Skowron, Jean-Pol                 1612           77348             0.0        477 b 0 
001  479      Taquet, Gabin                     1579           21535             0.0        480 w 0 
001  480      Simeons, Jean                     1636           19635             1.0        479 b 1 
001  481      Tempels, Damien                   1400           25177             1.0        482 w 1 
001  482      Hardenne, Esteban                 1539           25686             0.0        481 b 0 
001  483      Agache, Basile                    1484           21529             1.0        484 w 1 
001  484      Adams, Erwan                      1432           22964             0.0        483 b 0 
001  485      Haelewyck, Michel                 1718           98232             0.5        486 w = 
001  486      Vanpoucke, Jean                   1701           25904             0.5        485 b = 
001  487      Houzé, Sylvain                    1656           24499             0.5        488 w = 
001  488      Giuliani, Oswald                  1534           74756             0.5        487 b = 
001  489      Cascarano, Sandro                 1561           23611             0.5        490 w = 
001  490      Lemoine, Christian                1658           97702             0.5        489 b = 
001  491      Fervaille, Philippe               1525           98517             0.0        492 w 0 
001  492      Jacob, Raphaël                    1628           23270             1.0        491 b 1 
001  493      Dejasse, Daniel                   1642           63371             0.0        494 w 0 
001  494      Demeulder, Eliott                 1947           28350             1.0        493 b 1 
001  495      Vivone, Santino                   1939           59048             1.0        496 w 1 
001  496      Ruelens, Thierry                  1591           62278             0.0        495 b 0 
001  497      Piette, Pol-Henri                 1496           73229             0.0        498 w 0 
001  498      Labrosse, Safia                      0           28660             1.0        497 b 1 
001  499      Laurent, Nicolas                  1524           17115             1.0        500 w 1 
001  500      Rorive, Alain                     1452           70033             0.0        499 b 0 
001  501      Bussola, Eric                     1718           77828             0.5        502 w = 
001  502      Wattin, Joffrey                   1913           61301             0.5        501 b = 
001  503      Russo, Bruno                      1897           61948             1.0        504 w 1 
001  504      Traina, Jonathan                  1431           26351             0.0        503 b 0 
001  505      Buffo, Ottavio                    1426           26910             0.0        506 w 0 
001  506      Debaise, Vincent                  1746           24831             1.0        505 b 1 
001  507      Romboni, Charles                  1720           13053             1.0        508 w 1 
001  508      Quertinmont, Christophe           1443           28836             0.0        507 b 0 
001  509      Pitropakis, Anthony               1781           65871             1.0        510 w 1 
001  510      George, Michaël                   1937           72443             0.0        509 b 0 
001  511      Descamps, Iris                    1496           24251             1.0        512 w 1 
001  512      Romero Flores, Lucía Paola        1614           24673             0.0        511 b 0 
001  513      Caulier, Alexandre                1400           27702             0.0        514 w 0 
001  514      Gabriel, Nathan                      0           28310             1.0        513 b 1 
001  515      George, Lucas                     1400           21360             0.0        516 w 0 
001  516      Caulier, André                    1566           27694             1.0        515 b 1 
001  517      Brasseur, Vincent                 1830           29348             1.0        518 w 1 
001  518      Lopez Papantonio, Pablo           1652           22776             0.0        517 b 0 
001  519      Loes, Pierre                      1596           97627             0.0        520 w 0 
001  520      Decellier, Patrick                1834           84735             1.0        519 b 1 
001  521      Belin, David                      1769           16858             1.0        522 w 1 
001  522      Cardella, Andrea                  1450           27281             0.0        521 b 0 
001  523      Fonteyn, François                 1524           27222             0.0        524 w 0 
001  524      Hanarte, Gaëtan                   1660           12935             1.0        523 b 1 
001  525      Fourrez, Nicolas                  1766           25111             1.0        526 w 1 
001  526      Drossart, Julien                  1671           63771             0.0        525 b 0 
001  527      Lepape, Philippe                  1601           67971             1.0        528 w 1 
001  528      Chantry, Vincent                  1678           68292             0.0        527 b 0 
001  529      Beghin, Philippe                  1657           20519             1.0        530 w 1 
001  530      Permentier, Christian             1574           60105             0.0        529 b 0 
001  531      Kouptchinsky, Simon                  0           26439             0.0        532 w 0 
001  532      Wiot, Philippe                    1601           83127             1.0        531 b 1 
001  533      Druart, Christophe                1503           98654             0.0        534 w 0 
001  534      Monnier, Samuel                   1792           97301             1.0        533 b 1 
001  535      Mouchart, André                   1694           84930             1.0        536 w 1 
001  536      Adam, Sébastien                   1400           27067             0.0        535 b 0 
001  537      Adam, Léa                         1478           23730             0.0        538 w 0 
001  538      Semal, Sebastien                  1670           22809             1.0        537 b 1 
001  539      Herbillon, Thierry                1697           62570             1.0        540 w 1 
001  540      Meddah, Yassine                   1468           23624             0.0        539 b 0 
001  541      Willems, Chris                    1849           26654             0.0        542 w 0 
001  542      Vagenende, Lars                   1667           16208             1.0        541 b 1 
001  543      Vertongen, Jack                   1688           17122             0.5        544 w = 
001  544      Wielfaert, Koen                   1758           12289             0.5        543 b = 
001  545      Maes, Fender                      1715           23871             1.0        546 w 1 
001  546      Di Marcantonio, Tigo              1564           20180             0.0        545 b 0 
001  547      Duthoi, Mattijs                   1482           23853             0.0        548 w 0 
001  548      De Scheemacker, Peter             1609           22071             1.0        547 b 1 
001  549      Delvenne, Jean-Charles            1750           26782             0.0        550 w 0 
001  550      Van Der Paelt, Thomas             1675           25170             1.0        549 b 1 
001  551      Vieren, Pascal                       0           29338             1.0        552 w 1 
001  552      Delvenne, Henri                   1553           26787             0.0        551 b 0 
001  553      Bresolin, Diego                   1490           24696             0.5        554 w = 
001  554      Van Damme Bricout, Victor            0           25476             0.5        553 b = 
001  555      Vieren, Oscar                        0           29048             1.0        556 w 1 
001  556      Toledo, Jim                       1400           27214             0.0        555 b 0 
001  557      Hebben, Stijn                     1692           24714             0.5        558 w = 
001  558      Claeys, Robin                     1911           11876             0.5        557 b = 
001  559      Langie, Jeroen                    1711           12160             1.0        560 w 1 
001  560      Kinaupenne, Sebe                  1434           25547             0.0        559 b 0 
001  561      Smekens, Ann                      1478           11922             0.5        562 w = 
001  562      Claeys, Elisabeth                 1671           10306             0.5        561 b = 
001  563      Claeys, Jurgen                    1490           12839             0.5        564 w = 
001  564      Kinaupenne, Twan                  1400           25549             0.5        563 b = 
001  565      Staes, Jan                        1764           10208             1.0        566 w 1 
001  566      Vincent, Ayla                     1835           26271             0.0        565 b 0 
001  567      Vandekerckhove, Ava               1637           45900             1.0        568 w 1 
001  568      Van Orden, Danny                  1603           24867             0.0        567 b 0 
001  569      Van Vosselen, Cedric              1544           27019             0.0        570 w 0 
001  570      Sypré, Sabine                     1598           17890             1.0        569 b 1 
001  571      Kindts, Christelle                1400           19865             0.0        572 w 0 
001  572      Dom, Niels                        1490           24885             1.0        571 b 1 
001  573      Volckaert, Jesse                  1568           23307             1.0        574 w 1 
001  574      Van Den Abeele, Veerle            1677            3794             0.0        573 b 0 
001  575      Inghelbrecht, Veronique           1673           35891             1.0        576 w 1 
001  576      Schatteman, Sven                  1655           96704             0.0        575 b 0 
001  577      De Rycke, Georges                 1594           19627             0.5        578 w = 
001  578      De Caluwé, Gerard                 1538           16100             0.5        577 b = 
001  579      Roels, Robert                     1400           36111             0.0        580 w 0 
001  580      Van Heghe, Isabelle               1402           38016             1.0        579 b 1 
001  581      De Block, Yordi                   2055           11030             1.0        582 w 1 
001  582      Mallems, Juul                     1616           26711             0.0        581 b 0 
001  583      Maes, Jasper                      1455           19553             0.5        584 w = 
001  584      Cant, Gert                        1635           22942             0.5        583 b = 
001  585      Lemahieu, Henri                   1610           27338             1.0        586 w 1 
001  586      De Smet, Francis                  1477           19860             0.0        585 b 0 
001  587      Maes, Erwin                       1477           27336             0.0        588 w 0 
001  588      Hooft, Lucas                      1520           27346             1.0        587 b 1 
001  589      Evens, Joris                      1649           38156             0.0        590 w 0 
001  590      Laureys, Mats                     1717           12750             1.0        589 b 1 
001  591      Vanrossum, Mathias                1701           17614             1.0        592 w 1 
001  592      Van Steen, Guido                  1635           17254             0.0        591 b 0 
001  593      De Greve, Willy                   1572           45128             0.0        594 w 0 
001  594      Geraerts, Jules                   1488           21572             1.0        593 b 1 
001  595      Lot, Nathan                       1432           21306             0.0        596 w 0 
001  596      Van Der Eecken, Wout                 0           29250             1.0        595 b 1 
001  597      Merle, Thibault                   1583           23956             1.0        598 w 1 
001  598      Peinado Garcia, Alejandro            0           29109             0.0        597 b 0 
001  599      Mansour, Johan                    1603           26820             1.0        600 w 1 
001  600      Merle, Lila                       1474           23719             0.0        599 b 0 
001  601      Viratelle, Laure                  1400           26788             1.0        602 w 1 
001  602      Vandenberghe, Marc                1658           23297             0.0        601 b 0 
001  603      Cailleau, Alexandre                  0           29199             1.0        604 w 1 
001  604      Merle, Iris                       1400           26793             0.0        603 b 0 
001  605      Wolff, Oren                       1656           19619             1.0        606 w 1 
001  606      Heynsmans, Michel                 1622           60620             0.0        605 b 0 
001  607      Van Buggenhaut, Eric              1556           54232             1.0        608 w 1 
001  608      Gatta, Bruno                      1608           58017             0.0        607 b 0 
001  609      Grammatikopoulos, Ioannis         1605           19684             1.0        610 w 1 
001  610      Simon, Fernand                    1549           14019             0.0        609 b 0 
001  611      Nagy, Peter                       1502           12898             1.0        612 w 1 
001  612      Saks, Seio                           0           29463             0.0        611 b 0 
001  613      Valcke, Rudi                      1744           14419             0.0        614 w 0 
001  614      Pringot, Ilya                     1807           24301             1.0        613 b 1 
001  615      Sohet, Cédric                     1793           60468             0.5        616 w = 
001  616      Vanherck, Jeroen                  1746           36005             0.5        615 b = 
001  617      Vanherck, Adinda                  1452           20243             0.0        618 w 0 
001  618      Al Lamaakchaoui, Ayoub            1712           26774             1.0        617 b 1 
001  619      Rando, Manuel                     1708           67164             1.0        620 w 1 
001  620      Callebert, Benjamin                  0           28180             0.0        619 b 0 
001  621      Janssens, Thierry                 1953           70599             0.5        622 w = 
001  622      Van Beurden, Hanne                1639           26940             0.5        621 b = 
001  623      Vandevelde, Aron                  1511           23765             0.0        624 w 0 
001  624      Van Hoey, Luca                    1616           21559             1.0        623 b 1 
001  625      Jadoul, Mathys                    1644           17129             1.0        626 w 1 
001  626      Anrys, Lenne                         0           27915             0.0        625 b 0 
001  627      Kapoor, Viaan                        0           28954             0.0        628 w 0 
001  628      Moedts, Benoît                       0           28089             1.0        627 b 1 
001  629      Caufriez, Olivier                 1854           85031             1.0        630 w 1 
001  630      Dauw, Tony                        1783           48691             0.0        629 b 0 
001  631      Dehond, Marc                      1625           58645             0.0        632 w 0 
001  632      Chung Choong Lon, Marc            1839           68209             1.0        631 b 1 
001  633      Paquereau-Gaboreau, Tanguy        1768           25662             1.0        634 w 1 
001  634      Beddegenoodts, Marc               1539           15584             0.0        633 b 0 
001  635      Raal, Ludwig                         0           29260             1.0        636 w 1 
001  636      Wyngaerden, Florian               1486           28415             0.0        635 b 0 
001  637      Vanvlasselaer, Miguel             1622           25646             0.0        638 w 0 
001  638      Heuschen, Roland                  1799           82384             1.0        637 b 1 
001  639      Sferruggia, Serge                 1767           70521             1.0        640 w 1 
001  640      Vanvlasselaer, Michael            1514           24812             0.0        639 b 0 
001  641      Benaissa, Mustapha                1491           25916             0.0        642 w 0 
001  642      Bair, Marc                        1771           94501             1.0        641 b 1 
001  643      Coutton, Vincent                  1767           19813             0.0        644 w 0 
001  644      Templereau, Brice                    0           27531             1.0        643 b 1 
001  645      Meerschman, Maxime                1617           60220             0.0        646 w 0 
001  646      Ok, Miro                          1553           25302             1.0        645 b 1 
001  647      Ok, Sidar                         1701           16415             1.0        648 w 1 
001  648      Masson, Antoine                   1576           14602             0.0        647 b 0 
001  649      Yacef, Keltoum                    1501           15602             1.0        650 w 1 
001  650      Massez, Vadim                     1479           22933             0.0        649 b 0 
001  651      Anciaux, Marc                     1980           92894             1.0        652 w 1 
001  652      Caels, Viviane                    1887           97101             0.0        651 b 0 
001  653      Silovy, Alain                     1797           87823             0.5        654 w = 
001  654      Grillmaier, Philippe              1934           29301             0.5        653 b = 
001  655      Vincken, Dimaryk                  1851           26039             1.0        656 w 1 
001  656      Dardenne, Jérémie                 1709           27612             0.0        655 b 0 
001  657      Remon, Serge                      1679           68764             1.0        658 w 1 
001  658      Hermans, Jacques                  1671           60542             0.0        657 b 0 
001  659      Liman, Âlim                       1748           18148             0.5        660 w = 
001  660      Peeters, Simonne                  1731           75671             0.5        659 b = 
001  661      Varlet, Daniel                    1609           82210             0.5        662 w = 
001  662      Shchetinin, Mykyta                1603           24637             0.5        661 b = 
001  663      Bolhov, Ivan                      1520           26885             0.5        664 w = 
001  664      Koninckx, Eric                    1588           97868             0.5        663 b = 
001  665      Souweine, Edwige                  1550           15676             0.0        666 w 0 
001  666      Van De Westelaken, Stefan            0           26459             1.0        665 b 1 
001  667      Haulotte, François                1835           86941             0.0        668 w 0 
001  668      Nolf, Pierre                      1721           26209             1.0        667 b 1 
001  669      Prévinaire, Marc                  1790           17513             0.5        670 w = 
001  670      Taourchi, Malik                   1400           28412             0.5        669 b = 
001  671      De Smet, Karl                     1588           15261             0.0        672 w 0 
001  672      Brunetti, Gianluca                1722           57762             1.0        671 b 1 
001  673      Amadou, Bilal                     1756           23344             1.0        674 w 1 
001  674      Riahi, Myriam                        0           27878             0.0        673 b 0 
001  675      Geussens, Patrick                 1677           11266             0.0        676 w 0 
001  676      Tahini, Bilal                     1688           26659             1.0        675 b 1 
001  677      Baydoun, Mohamad                     0           26661             1.0        678 w 1 
001  678      Proost, Benn                      1644           25384             0.0        677 b 0 
001  679      Koszek, Tomasz                    1648           29421             1.0        680 w 1 
001  680      Talloen, Bert                     1609           15459             0.0        679 b 0 
001  681      Qu, Fei                           1605           24264             1.0        682 w 1 
001  682      Van Den Bergh, Luc                1685            3841             0.0        681 b 0 
001  683      Schreiber, Adrian                 1575           27165             0.0        684 w 0 
001  684      Dumont, Thomas                    1678           13069             1.0        683 b 1 
001  685      Martin, Julien                    1561           25644             0.0        686 w 0 
001  686      Schmitz, Janne                    1473           27840             1.0        685 b 1 
001  687      Wertz, William                    1491           18699             0.0        688 w 0 
001  688      Marion, Luca                      1582           27136             1.0        687 b 1 
001  689      Reumont, Valentin                 1509           22335             1.0        690 w 1 
001  690      Tokoglu, Ata Can                     0           27373             0.0        689 b 0 
001  691      Leyendecker, Hubert               1725           15028             0.0        692 w 0 
001  692      Giagoulis, Dimitri                1911           97128             1.0        691 b 1 
001  693      De Leeuw, Florent                 1685           27551             1.0        694 w 1 
001  694      Peters, Lucas                     1582           14658             0.0        693 b 0 
001  695      Hoffmann, Sam                     1490           19459             1.0        696 w 1 
001  696      Demblon, Jean-Luc                 1658           65099             0.0        695 b 0 
001  697      Dauby, Arthur                     1617           26424             1.0        698 w 1 
001  698      Louvet, Dylan                        0           17634             0.0        697 b 0 
001  699      Hilgers, Garry                    1810           10780             1.0        700 w 1 
001  700      Collignon, Fabrice                1735           70327             0.0        699 b 0 
001  701      Houbben, Johnny                   1646           23126             0.0        702 w 0 
001  702      Simons, Jean                      1858           48895             1.0        701 b 1 
001  703      Dahm, Thomas                         0           28093             1.0        704 w 1 
001  704      Doyen, Laurent                    1628           16510             0.0        703 b 0 
001  705      France, Gilles                       0           29333             0.0        706 w 0 
001  706      Vinamont, Raphaël                    0           29264             1.0        705 b 1 
001  707      Ijaz, Isayah                         0           27966             0.0        708 w 0 
001  708      Van Stiphout, Marc                1734           38890             1.0        707 b 1 
001  709      Zambrzycki, Piotr                 1690           22770             1.0        710 w 1 
001  710      Depienne, Antoine                    0           27949             0.0        709 b 0 
001  711      De Landtsheer, Sebastien             0           26907             0.5        712 w = 
001  712      Schouteden, Linda                 1406           19478             0.5        711 b = 
001  713      Colson, Daniel                    1654           28512             0.0        714 w 0 
001  714      Sauvage, Eric                     1988           70378             1.0        713 b 1 
001  715      Morgenthal, Renaud                1608           81833             0.5        716 w = 
001  716      Morard, Basile                    1633           21597             0.5        715 b = 
001  717      Lievens, Robert                   1650           14915             1.0        718 w 1 
001  718      Pitz, Luc                         1594           63762             0.0        717 b 0 
001  719      Marchal, Georges                  1524           83224             0.0        720 w 0 
001  720      Huguet, Xavier                    1578           26791             1.0        719 b 1 
001  721      Decaestecker, Maarten             1804           21456             1.0        722 w 1 
001  722      Mac Donough, Guillaume            1687           23177             0.0        721 b 0 
001  723      De Landtsheer, Jean-Michel        1655           17413             0.0        724 w 0 
001  724      Demuytere, Joppe                  1582           22875             1.0        723 b 1 
001  725      Priem, Korneel                    1492           24702             0.0        726 w 0 
001  726      Fernández Domingos, Elias            0           26843             1.0        725 b 1 
001  727      Duvillier, Frederic               1546           23092             1.0        728 w 1 
001  728      Van Maele, Nand                   1513           23908             0.0        727 b 0 
001  729      Penninck, Wim                     1753            2984             1.0        730 w 1 
001  730      Peeters, Stefan                   1592           21017             0.0        729 b 0 
001  731      Peeters, Paul                     1583           17594             0.0        732 w 0 
001  732      Michonski, Konrad                 1714           24807             1.0        731 b 1 
001  733      Wilmotte, Frederik                1680           23375             0.5        734 w = 
001  734      Proost, Geert                        0           11899             0.5        733 b = 
001  735      Bracke, Victor                       0           23082             0.0        736 w 0 
001  736      Wilmotte, Ward                    1568           26825             1.0        735 b 1 
001  737      De Vogelaere, Bart                1793           26948             0.0        738 w 0 
001  738      Levers, Thierry                   1873           63134             1.0        737 b 1 
001  739      Cloes, Johan                      1779           85901             1.0        740 w 1 
001  740      Heetesonne, Quinten               1719           11465             0.0        739 b 0 
001  741      Osaer, Jarne                      1505           15562             1.0        742 w 1 
001  742      Vicainne, Jérôme                  1749           91472             0.0        741 b 0 
001  743      Wauters, Ladislas                 1647           20799             1.0        744 w 1 
001  744      De Baets, Siebe                   1400           23668             0.0        743 b 0 
001  745      Van De Velde, Stijn               1736           24903             1.0        746 w 1 
001  746      Schalembier, Kylian               1739           15670             0.0        745 b 0 
001  747      Vermeersch, Siebe                 1677           27656             0.0        748 w 0 
001  748      De Lathouwer, Marc                1782           47341             1.0        747 b 1 
001  749      Foulon, Thales                    1547           16129             1.0        750 w 1 
001  750      Sinnaeve, Juul                    1595           20029             0.0        749 b 0 
001  751      Backiel, Robert                   1400           27544             0.0        752 w 0 
001  752      Heyerick, Anton                   1677            8931             1.0        751 b 1 
001  753      Bommerez, Christian               1784           15750             0.5        754 w = 
001  754      Vanhauwaert, Kurt                 1848           46639             0.5        753 b = 
001  755      Snoeck, Gino                      1767           44229             0.5        756 w = 
001  756      Boucourre, Tanguy                 1742           29449             0.5        755 b = 
001  757      Mortier, Dirk                     1674           13687             0.0        758 w 0 
001  758      Van Doorne, Stijn                 1710           15007             1.0        757 b 1 
001  759      Prins, Ingmar                     1709           22952             0.5        760 w = 
001  760      Bisiaux, Geoffrey                 1596           29451             0.5        759 b = 
