00A ### Interclubs
00B 1 rondes
00C Envoi des rondes 11 à 11
00D Envoi par : interclubs@frbe-kbsb-ksb.be
00E Envoi par le club : 998
00F P=936 R=1 S=21/04/24 E=21/04/24 +305 =326 -305
012 Belgian Interclubs 2023 - 2024 - Round 11
022 Various locations in Belgian Clubs
032 BEL
042 2024-04-21
052 2024-04-21
062 936
102 Cornet, Luc
001  426      De Pauw, Damien                   1813           69311             0.5        425 b = 
001  427      Gozzoli, Cyrille                  2087           17786             1.0        428 w 1 
001  428      Goossens, Xavier                  2006           27111             0.0        427 b 0 
001  429      Verbruggen, Samuel                1943           23434             1.0        430 w 1 
001  430      Nguyen, Noam                      2021           25009             0.0        429 b 0 
001  431      Hannecart, Marc                   1790           81523             0.5        432 w = 
001  432      Danckaert, Luc                    1916            8273             0.5        431 b = 
001  433      Philips, Richard                  1915           25518             0.5        434 w = 
001  434      Knudde, Francis                   1651           71081             0.5        433 b = 
001  435      Hanarte, Gaëtan                   1436           12935             0.5        436 w = 
001  436      Vander Cruyssen, Piet             1882           27693             0.5        435 b = 
001  437      Philips, Ivo                      1796           44539             1.0        438 w 1 
001  438      Desimpelaere, Christian           1219           23727             0.0        437 b 0 
001  439      Gallein, Peter                    2033           98460             0.5        440 w = 
001  440      Tomme, Lowie                      2125           11412             0.5        439 b = 
001  441      Dewever, Niel                     1797           19023             1.0        442 w 1 
001  442      Piceu, Jarid                      1950           12523             0.0        441 b 0 
001  443      Dutré, Wonder                     1809           18195             0.0        444 w 0 
001  444      Pollet, Pepijn                    1863           50679             1.0        443 b 1 
001  445      Bossuyt, Herman                   1684           65978             0.0        446 w 0 
001  446      Van Coppenolle, Lander            1876           19360             1.0        445 b 1 
001  447      Pu, Linden                        1903           10004             1.0        448 w 1 
001  448      Simoes Pinto, Nuno Miguel         1525           16435             0.0        447 b 0 
001  449      Michonski, Konrad                 1474           24807             1.0        450 w 1 
001  450      De Ketelaere, Raphaël             1457           23915             0.0        449 b 0 
001  451      Plomp, Micha                      2150           16179             1.0        452 w 1 
001  452      Maddens, Martijn                  2129            6653             0.0        451 b 0 
001  453      Bleys, Michiel                    2113           13263             0.5        454 w = 
001  454      Achtergaele, Koen                 2033           30732             0.5        453 b = 
001  455      Verhalle, Elias                   1954           11400             0.5        456 w = 
001  456      Logie, Bernard                    1754           69884             0.5        455 b = 
001  457      Petralia, Fabio                   1657           11450             0.5        458 w = 
001  458      Watte, Jan                        1877           42889             0.5        457 b = 
001  459      Coupe, Rudy                       1606            6530             1.0        460 w 1 
001  460      Ulenaers, Marc                    1713           89508             0.0        459 b 0 
001  461      Deblauwe, Pauwel                  1672             213             0.0        462 w 0 
001  462      Vandermeulen, Oscar               1506           16598             1.0        461 b 1 
001  463      Loncke, Matthieu                  2157           19430             0.0        464 w 0 
001  464      De Vleeschauwer, Maarten          2254           10185             1.0        463 b 1 
001  465      Canel, Michel                     1822           60037             0.0        466 w 0 
001  466      Tiggelman, Rene                   2179           50881             1.0        465 b 1 
001  467      Van Houtte, Randy                 2099           10283             1.0        468 w 1 
001  468      Heynen, Martin                    1722           98118             0.0        467 b 0 
001  469      Staelens, David                   1718           46248             0.0        470 w 0 
001  470      Ramacker, Quinten                 2061           43257             1.0        469 b 1 
001  471      Pauwels, Xander                   2081           11927             1.0        472 w 1 
001  472      Skowron, Jean-Pol                 1404           77348             0.0        471 b 0 
001  473      Pouleyn, Floris                   1899           16873             1.0        474 w 1 
001  474      Coucke, Bart                      1996           77267             0.0        473 b 0 
001  475      Feys, Jan                         1750           65846             0.5        476 w = 
001  476      Van Hecke, Bert                   1847           24999             0.5        475 b = 
001  477      Vanhoucke, Kobe                   1727           14316             1.0        478 w 1 
001  478      Deleu, Gilles                     1467           21261             0.0        477 b 0 
001  479      De Brouwere, Johan                1632           30988             0.5        480 w = 
001  480      Phlips, Daan                      1706           13614             0.5        479 b = 
001  481      Everaert, Frederic                1712           23613             0.5        482 w = 
001  482      Vanhaverbeke, Daan                1642           15387             0.5        481 b = 
001  483      Strynckx, Thibeau                    0           23341             0.0        484 w 0 
001  484      Verbeke, Basiel                   1313           23905             1.0        483 b 1 
001  485      Naessens, Wolf                    1988           14293             0.0        486 w 0 
001  486      Chaerle, Josse                    2038           50013             1.0        485 b 1 
001  487      D'Haenens, Léon                   1845           14291             0.0        488 w 0 
001  488      Carpentier, Jannes                1995           12290             1.0        487 b 1 
001  489      Segers, Regis                     2000           12947             0.5        490 w = 
001  490      Cappan, Pjotr                     1875           14898             0.5        489 b = 
001  491      Musabayev, Maxim                  1681           16932             1.0        492 w 1 
001  492      Vanroose, Christiaan              1801            5011             0.0        491 b 0 
001  493      Van Keirsbilck, Ilias             1631           21843             0.0        494 w 0 
001  494      Decraene, Lotus                   1547           16320             1.0        493 b 1 
001  495      Battistelli, Fausto               1854           22370             0.5        496 w = 
001  496      Uhoda, Philippe                   2049           63011             0.5        495 b = 
001  497      Geuquet, Michaël                  1985           86215             1.0        498 w 1 
001  498      Timmermans, Daniel                1822           37176             0.0        497 b 0 
001  499      Wlogalski, Olivier                1855           78069             0.5        500 w = 
001  500      Guion, Geoffrey                   1998           81604             0.5        499 b = 
001  501      Andre, Damien                     1939           69744             0.5        502 w = 
001  502      Da Ces, Philippe                  1906           83178             0.5        501 b = 
001  503      Docquier, Orville                 1708           20312             0.0        504 w 0 
001  504      Piraprez, Charles                 1849           18009             1.0        503 b 1 
001  505      Andre, Robin                      1398           16989             0.0        506 w 0 
001  506      Renard, Alain                     1545           72109             1.0        505 b 1 
001  507      Porteman, Eric                    1786           28291             0.5        508 w = 
001  508      Becker, Marcel                    2309           95067             0.5        507 b = 
001  509      Kaufeld, Juergen                  2260           98884             1.0        510 w 1 
001  510      Gonzalez Garcia, Pierre-Emmanuel  1826           85138             0.0        509 b 0 
001  511      Crahay, Stephane                  1881           79278             0.5        512 w = 
001  512      Michalczak, Thomas                2187           12981             0.5        511 b = 
001  513      Gohla, Ulf                        2102           95443             1.0        514 w 1 
001  514      Moranduzzo, Marino                1623           94943             0.0        513 b 0 
001  515      Arabia, Allan                     1718           10712             0.0        516 w 0 
001  516      Hepting, Frank                    1609           27091             1.0        515 b 1 
001  517      Paulus, Werner                    1533           20885             0.0        518 w 0 
001  518      Remont, Léopold                   1720            2411             1.0        517 b 1 
001  519      Van Der Weij, Anton               2098           16874             1.0        520 w 1 
001  520      Glibert, Stéphane                 1923           73067             0.0        519 b 0 
001  521      Belva, Frédéric                   1899           91553             0.5        522 w = 
001  522      Leonel, Davi                      1904           21771             0.5        521 b = 
001  523      Van Hul, Christiaan               1955            7587             1.0        524 w 1 
001  524      Dublet, Emilien                   1857           85456             0.0        523 b 0 
001  525      Martin, Fabrice                   1769           65331             0.0        526 w 0 
001  526      Slootmaekers, Romain              1962            8613             1.0        525 b 1 
001  527      Ognyanov, Michail                 1779           17343             1.0        528 w 1 
001  528      Dumont, Vincent                   1692           92720             0.0        527 b 0 
001  529      Piron, Jean-Marie                 1586           65722             0.0        530 w 0 
001  530      Hoogstijns, Raf                   1992           55875             1.0        529 b 1 
001  531      Sonntag, Hans-Hubert              2286           98680             0.5        532 w = 
001  532      Haub, Thorsten Michael            2370           95041             0.5        531 b = 
001  533      Hautot, Stéphane                  2360           91308             0.5        534 w = 
001  534      Lamby, Philipp                    2207           98817             0.5        533 b = 
001  535      Huesmann, Thomas                  2155           95206             0.0        536 w 0 
001  536      Roeder, Matthias                  2321           98663             1.0        535 b 1 
001  537      Maier, Christian                  2278           27190             0.0        538 w 0 
001  538      Ngo, Quang Thai                   2068           26943             1.0        537 b 1 
001  539      Ahn, Anastasia                    1712           15454             0.5        540 w = 
001  540      Jeitz, Christian                  2185           16657             0.5        539 b = 
001  541      Pfeiffer, Noah                    1836           13545             0.5        542 w = 
001  542      Breitkopf-Lazar, Patrick          1741           15446             0.5        541 b = 
001  543      Philipsen, Mathias                2237           51837             1.0        544 w 1 
001  544      Fogel, Pierre                     2064           56359             0.0        543 b 0 
001  545      Yoro, Samuel                      1935           13368             0.0        546 w 0 
001  546      Tuerlinckx, Ben                   2070           11221             1.0        545 b 1 
001  547      Luyckx, Wim                       2067           58572             1.0        548 w 1 
001  548      Zamparo, Sergio                   2017           95052             0.0        547 b 0 
001  549      Leemans, Roland                   1960           97730             0.0        550 w 0 
001  550      Marx, Nicolas                     1925           13330             1.0        549 b 1 
001  551      Bleuzé, Kobe                      1872           10407             1.0        552 w 1 
001  552      D'Haijère, Arnaud                 1890           75701             0.0        551 b 0 
001  553      Jassem, Philippe                  1640           91073             0.0        554 w 0 
001  554      Hoffmann, Ruben                   1890           14123             1.0        553 b 1 
001  555      Verboven, Wout                    2036           15850             1.0        556 w 1 
001  556      Theunissen, Kris                  2055           14231             0.0        555 b 0 
001  557      Grecuccio, Nicola                 2144           44041             0.5        558 w = 
001  558      Partoens, Remi                    2009           12753             0.5        557 b = 
001  559      Aglave, Arnaud                    2022           30775             1.0        560 w 1 
001  560      De Coninck, Erik                  2020           10474             0.0        559 b 0 
001  561      Kocur, Johan                      1975           31879             0.0        562 w 0 
001  562      Van Den Bosch, Arno               2028           10546             1.0        561 b 1 
001  563      De Witte, Stein                   1888           13279             0.5        564 w = 
001  564      Bratuszewski, Jorden              2020           10800             0.5        563 b = 
001  565      Cornelius, Jörg                   1952           35645             0.5        566 w = 
001  566      Gommers, Tijn                     1686           15556             0.5        565 b = 
001  567      Jortay, Olivier                   1597           72427             0.0        568 w 0 
001  568      Karanda, Konstantin               2127           26756             1.0        567 b 1 
001  569      Herzet, Serge                     1736           91448             1.0        570 w 1 
001  570      Orban, Didier                     1546           97157             0.0        569 b 0 
001  571      Pham Kieu, Khanh                  1328           20509             0.0        572 w 0 
001  572      Lauwaet, Stéphan                  1703           91529             1.0        571 b 1 
001  573      Yousfi, Khalid                       0           27300             1.0        574 w 1 
001  574      Lazzari, Irène                    1311           25620             0.0        573 b 0 
001  575      Lecoq, Colin                      1815           24793             1.0        576 w 1 
001  576      Hammers, Michael                  1961           13201             0.0        575 b 0 
001  577      Krueger, Andre                    1877           61956             1.0        578 w 1 
001  578      Evers, Shaman                     1803           24699             0.0        577 b 0 
001  579      Ezzangui, Youssef                 1578           26095             0.0        580 w 0 
001  580      Raygrotzki, Norbert               1855           10750             1.0        579 b 1 
001  581      Rosenberg, Thomas                 1354           27122             1.0        582 w 1 
001  582      De Winter, Roman                  1522           22673             0.0        581 b 0 
001  583      Gheury, Jean-Marie                1753           85341             0.5        584 w = 
001  584      Heuschen, Roland                  1656           82384             0.5        583 b = 
001  585      Thirion, Jean-François            1566           66834             0.5        586 w = 
001  586      Kreczman, Savinien                1617           12189             0.5        585 b = 
001  587      Visse, Bernard                    1686           60397             0.5        588 w = 
001  588      Wintgens, Jean-Marc               1569           70394             0.5        587 b = 
001  589      Dengis, Emile                     1390            2160             0.5        590 w = 
001  590      Dumont, Ronan                     1299           23717             0.5        589 b = 
001  591      Mueller, Norbert                  2058           95109             0.5        592 w = 
001  592      Gikas, Andreas Basilius           2123           19783             0.5        591 b = 
001  593      Seibt, Friedebert                 1978           10721             0.0        594 w 0 
001  594      Plumanns, Dieter                  2069           15555             1.0        593 b 1 
001  595      Schillings, Peter                 1860           13554             0.5        596 w = 
001  596      Oberweiss, Paul                   1970           93351             0.5        595 b = 
001  597      Berres, Wolfgang                  1933           15042             1.0        598 w 1 
001  598      Alexopoulos, Spiros Orestis, Dr   1821           15681             0.0        597 b 0 
001  599      Dresen, Ulrich                    2190           21286             1.0        600 w 1 
001  600      Carcan, Stephane                  1901           55603             0.0        599 b 0 
001  601      Pilawski, Stephane                1899           92967             0.0        602 w 0 
001  602      Godesar, Ralph                    1902           99341             1.0        601 b 1 
001  603      Franken, Jean-Claude              1781           95010             1.0        604 w 1 
001  604      Pierle, Willem                    1792           14893             0.0        603 b 0 
001  605      Tutenel, Erik                     1727           56278             0.0        606 w 0 
001  606      Nyssen, Christoph                 1701           99724             1.0        605 b 1 
001  607      Zenuni, Safet                     1752            4537             0.0        608 w 0 
001  608      Bex, Lennert                      2011           11210             1.0        607 b 1 
001  609      Verbeek, Geert                    1798           95168             1.0        610 w 1 
001  610      Nazari, Mani                         0           23747             0.0        609 b 0 
001  611      Sazonov, Andrei                   1439           19354             0.5        612 w = 
001  612      Indemans, Rudi                    1790           40525             0.5        611 b = 
001  613      Picard, Hervé                     1614           18261             1.0        614 w 1 
001  614      Verhoeven, Andries                1375           13032             0.0        613 b 0 
001  615      Verbeeck, Kevin                   1781           48291             0.5        616 w = 
001  616      Van Herck, Marcel                 1971            1112             0.5        615 b = 
001  617      Engelaer, Maurice                 1867           40363             1.0        618 w 1 
001  618      Bes, Nikolaas                     1731           47104             0.0        617 b 0 
001  619      Peeters, Bart                     1676           51292             1.0        620 w 1 
001  620      Socaciu, Gheorghe                 1848           19849             0.0        619 b 0 
001  621      Van Lil, Bob                      1832           44971             1.0        622 w 1 
001  622      Guldentops, Pierre                1637           23311             0.0        621 b 0 
001  623      Verhulst, Tobias                  1860           53805             0.5        624 w = 
001  624      Sleurs, Juliette                  1861           14043             0.5        623 b = 
001  625      Nijssen, Peter                    1970           55964             1.0        626 w 1 
001  626      Broekmans, Patrik                 1820           68861             0.0        625 b 0 
001  627      De Haeck, Sebastiaan              1727           16115             1.0        628 w 1 
001  628      Gijbels, Rudi                     1823           95184             0.0        627 b 0 
001  629      Meekers, Geert                    1801           34959             0.5        630 w = 
001  630      Gherbi, Reda                      1676           15048             0.5        629 b = 
001  631      Descamps, Stijn                   1848           14567             1.0        632 w 1 
001  632      Malfliet, Alexander               1781           15721             0.0        631 b 0 
001  633      Van Wiele, Kurt                   1842            8974             0.5        634 w = 
001  634      Lemmens, Philip                   1910            9504             0.5        633 b = 
001  635      Moens, Patrick                    1825           32344             1.0        636 w 1 
001  636      Boudry, Rik                       1481           12928             0.0        635 b 0 
001  637      Laureys, Jo                       1368           14071             0.0        638 w 0 
001  638      Wielfaert, Koen                   1595           12289             1.0        637 b 1 
001  639      Van Der Kelen, Thomas             1703           15431             0.5        640 w = 
001  640      Van Goethem, Jozef                1802           28754             0.5        639 b = 
001  641      Liekens, Ronny                    1650           54267             1.0        642 w 1 
001  642      Chhawchharia, Avish               1545           19708             0.0        641 b 0 
001  643      Chhawchharia, Kahaan              1027           21499             0.0        644 w 0 
001  644      Altatari, Mahmoud                 1324           25146             1.0        643 b 1 
001  645      Nuyens, John                      1961           21415             0.5        646 w = 
001  646      Segarra Gonçalves, Jorge          1978            9971             0.5        645 b = 
001  647      Aerts, Eric                       1948           80608             1.0        648 w 1 
001  648      Maes, Chris                       1804           18503             0.0        647 b 0 
001  649      Hoskens, Fred                     1712           14980             0.0        650 w 0 
001  650      Peleman, Tony                     1895           25755             1.0        649 b 1 
001  651      Mollekens, Roeland                1914            4693             1.0        652 w 1 
001  652      Van De Sande, Jorn                1585           10416             0.0        651 b 0 
001  653      Bauwens, Marc                     1916           84697             0.0        654 w 0 
001  654      Vande Ginste, Michiel             1826           12697             1.0        653 b 1 
001  655      Demarré, Jan                      1783           11510             0.5        656 w = 
001  656      Van Beylen, Koen                  1701           11982             0.5        655 b = 
001  657      Jansen, Luc                       1606           20095             1.0        658 w 1 
001  658      Verlinden, Willem                 1645           17825             0.0        657 b 0 
001  659      Tegenbosch, Dirk                  1612            5525             0.0        660 w 0 
001  660      Lukin, Yesenia                    1316           22025             1.0        659 b 1 
001  661      Passchyn, Maarten                 1977            9628             0.5        662 w = 
001  662      De Vroe, Philip                   1769           80055             0.5        661 b = 
001  663      Pauwels, Rudi                     1725           19216             0.0        664 w 0 
001  664      Coucke, Yari                      1541           12146             1.0        663 b 1 
001  665      Lagast, Herve                     1906           57941             1.0        666 w 1 
001  666      Van Wassenhove, Marc              1766            3174             0.0        665 b 0 
001  667      Ponnet, Guy                       1656           21008             1.0        668 w 1 
001  668      De Corte, Ronny                   1769           35980             0.0        667 b 0 
001  669      Larsen, Harald                    1983           36277             1.0        670 w 1 
001  670      Jouvel, Florian                   2028           81108             0.0        669 b 0 
001  671      Klipper, Noémie                   1742           24942             0.5        672 w = 
001  672      Defreyne, Luc                     1929           13196             0.5        671 b = 
001  673      Barzeele, Raf                     1848           85081             0.0        674 w 0 
001  674      Drossart, Jonathan                1745           71137             1.0        673 b 1 
001  675      Staelens, Maël                    1450           22060             1.0        676 w 1 
001  676      Rogiers, Jonny                    1704           73717             0.0        675 b 0 
001  677      Tollenaere, Bert                  1794           44725             0.5        678 w = 
001  678      Van De Vaerd, Miguel              1928           11518             0.5        677 b = 
001  679      Temmerman, Sara                   1757           13529             0.5        680 w = 
001  680      Heeffer, Albrecht                 1731           97390             0.5        679 b = 
001  681      Himpe, Rudy                       1345           23671             0.5        682 w = 
001  682      Temmerman, Sander                 1740           13522             0.5        681 b = 
001  683      De Vogelaere, Bart                1706           26948             0.0        684 w 0 
001  684      Plomp, Luka                       1440           18157             1.0        683 b 1 
001  685      De Greve, Tony                    2118           83437             0.0        686 w 0 
001  686      Maes, Tibo                        1989           42391             1.0        685 b 1 
001  687      Carlier, Sven                     1918           41254             0.0        688 w 0 
001  688      Vanhuyse, Nele                    2014           11669             1.0        687 b 1 
001  689      Lenders, Ivan                     1911           11572             1.0        690 w 1 
001  690      Lanckriet, Chris                  1911            8320             0.0        689 b 0 
001  691      De Putter, Sven                   1608           15132             1.0        692 w 1 
001  692      De Baets, Christof                1719           11541             0.0        691 b 0 
001  693      Delafontaine, Brant               1819            9989             0.0        694 w 0 
001  694      Da Silva Heleno, Jorit            1839           12526             1.0        693 b 1 
001  695      Vanroose, Sibran                  1726           45144             0.0        696 w 0 
001  696      Strobbe, Jacob                    1727           11260             1.0        695 b 1 
001  697      Daels, Ilse                       1705           10542             0.5        698 w = 
001  698      Lepers, Philippe                  1704           32140             0.5        697 b = 
001  699      Malfait, Ward                     1706           17398             1.0        700 w 1 
001  700      Daels, Emma                       1629           10544             0.0        699 b 0 
001  701      Hebbrecht, Hans                   1850           98179             0.5        702 w = 
001  702      Wyntin, Dag                       1887           59111             0.5        701 b = 
001  703      Dayer, Glenn                      1784           24384             0.0        704 w 0 
001  704      Devolder, Pieter                  1841            6785             1.0        703 b 1 
001  705      Deloof, Koen                      1658           39934             0.5        706 w = 
001  706      Vanden Abeele, Xavier             1717           55280             0.5        705 b = 
001  707      Defour, Rudy                      1711           65854             1.0        708 w 1 
001  708      Meignen, Gaetan                   1668           56553             0.0        707 b 0 
001  709      Heldenbergh, Nils                 2041           14450             1.0        710 w 1 
001  710      Konidakis, Alex                   1790           22511             0.0        709 b 0 
001  711      Marchiano, Marco                  1823           73695             0.5        712 w = 
001  712      Bursztyn, Ioshua                  1929           19817             0.5        711 b = 
001  713      Morard, Ambroise                  1658           19024             1.0        714 w 1 
001  714      Henrotte, Corentin                1831           10295             0.0        713 b 0 
001  715      Menolascina, Francesco            1719           20412             0.5        716 w = 
001  716      Claessens, Thomas                    0           27869             0.5        715 b = 
001  717      Delescaille, Laurent              1830           10554             0.5        718 w = 
001  718      Dupuis, Cédric                    1877           96105             0.5        717 b = 
001  719      Luque Joris, Sébastien            1571           10859             0.0        720 w 0 
001  720      Desinte, David                    1765           66800             1.0        719 b 1 
001  721      Romanelli, Robert                 1699            5720             0.5        722 w = 
001  722      Chantry, Vincent                  1420           68292             0.5        721 b = 
001  723      Pignatelli, Tom-Emmanuel          1349           21154             0.5        724 w = 
001  724      Keiser, Marc                      1639           88951             0.5        723 b = 
001  725      Verhaegen, Albert                 2017            1473             0.5        726 w = 
001  726      Vukojevic, Philippe               1988           20249             0.5        725 b = 
001  727      Dessomme, François                1836           74063             0.5        728 w = 
001  728      Coutton, Maxence                  1620           18798             0.5        727 b = 
001  729      Lunev, Vitaly                     1588           23046             0.0        730 w 0 
001  730      Vukojevic Ferrari, Viktor         1749           11758             1.0        729 b 1 
001  731      Wautelet, Patrick                 1806           71978             1.0        732 w 1 
001  732      Verhaegen, Léon                      0           26507             0.0        731 b 0 
001  733      Carion, Sébastien                 1731           19700             1.0        734 w 1 
001  734      Delanoeije, Patrick               1913           15377             0.0        733 b 0 
001  735      Vervaet, Bart                     1815           13286             1.0        736 w 1 
001  736      De Brouwer, Philippe              1688           97781             0.0        735 b 0 
001  737      Parmentier, Valentin                 0           24477             0.0        738 w 0 
001  738      Baert, Bart                       1501           15997             1.0        737 b 1 
001  739      Van Campenhout, Andreas              0           27437             1.0        740 w 1 
001  740      Verlaine, Gabriel                    0           27931             0.0        739 b 0 
001  741      Collart, Loris                    1866           83283             0.5        742 w = 
001  742      Oger, Daniel                      1803           83275             0.5        741 b = 
001  743      Tossens, Alain                    1737           94561             0.5        744 w = 
001  744      Lion, Maurice                     1836           88374             0.5        743 b = 
001  745      Grobelny, Fabrice                 1801           89516             0.5        746 w = 
001  746      Engelen, Vincent                  1730           73971             0.5        745 b = 
001  747      Barbier, Francois                 1494           68691             0.0        748 w 0 
001  748      Atienza, Hilario                  1855           69370             1.0        747 b 1 
001  749      Bertram, Johannes                 1924           60503             1.0        750 w 1 
001  750      Wuillaume, Nathan                 1751           18828             0.0        749 b 0 
001  751      Castellana, Michaël               1596           56871             0.5        752 w = 
001  752      Ramos Florido, José-Maria         1828           50149             0.5        751 b = 
001  753      Busquets Pérez, Luis              1802           12256             0.5        754 w = 
001  754      Meulenyzer, Alan                  1593           12730             0.5        753 b = 
001  755      Henrotte, Christian               1508           98146             0.0        756 w 0 
001  756      Busquets Xapelli, David           1514           21578             1.0        755 b 1 
001  757      Gillot, Florent                   1961           60646             0.5        758 w = 
001  758      Vercruysse, Vincent               1884           11886             0.5        757 b = 
001  759      Van De Wynkele, Rudy              1895            9679             1.0        760 w 1 
001  760      Culot, Cédric                     1804           59722             0.0        759 b 0 
001  761      Stilmant, Thierry                 1806           75990             0.0        762 w 0 
001  762      De Saegher, Johan                 1853           53708             1.0        761 b 1 
001  763      Steshenko, Denis                     0           26089             0.5        764 w = 
001  764      Morici, Alessandro                1621           13979             0.5        763 b = 
001  765      Nicolas, Pierre                   1897           19670             1.0        766 w 1 
001  766      De Ceukelaire, Gert               1866           99152             0.0        765 b 0 
001  767      Maeckelbergh, Anne-Marie          1721             353             0.5        768 w = 
001  768      Jacobs, Antoine                   1903           50571             0.5        767 b = 
001  769      Onrubia-Aviles, Carlos            1857           85103             0.5        770 w = 
001  770      Van Der Voorde, Sonja             1352           43346             0.5        769 b = 
001  771      Farkas, Viktor Maxim              1316           26958             0.5        772 w = 
001  772      De Harlez, Guillaume              1599           60110             0.5        771 b = 
001  773      Barbe, Tom                        2017           42838             0.5        774 w = 
001  774      Verlinden, Robijn                 1925           13854             0.5        773 b = 
001  775      Lachaert, Tibo                    1915           11132             1.0        776 w 1 
001  776      Cotman, Bernd                     1607           13055             0.0        775 b 0 
001  777      Vanherck, Jeroen                  1563           36005             1.0        778 w 1 
001  778      Dumont, Freddy                    1640           80748             0.0        777 b 0 
001  779      Declerck, Darrin                     0           23901             0.0        780 w 0 
001  780      Cotman, Lothar                    1457           16246             1.0        779 b 1 
001  781      Tonoli, Walter                    2141             841             1.0        782 w 1 
001  782      Demiddele, Kevin                  1871           21440             0.0        781 b 0 
001  783      Vaneechoutte, Ruben               1616           11668             1.0        784 w 1 
001  784      Pringot, Ilya                     1699           24301             0.0        783 b 0 
001  785      Sohet, Cédric                     1652           60468             0.5        786 w = 
001  786      Van Praag, Bart                   1818           17256             0.5        785 b = 
001  787      Blanter, Marfa                    1738           23889             1.0        788 w 1 
001  788      Innocenti, Jean-Dominique         1512           25018             0.0        787 b 0 
001  789      Assaf, Georges                    1699           16658             0.5        790 w = 
001  790      Gain, Soheil                      1784           26900             0.5        789 b = 
001  791      Labruyere, Robert Nirina             0           27134             1.0        792 w 1 
001  792      Solis Calancha, Jordi             1561           17688             0.0        791 b 0 
001  793      Toledo, Samuel                    1521           22646             1.0        794 w 1 
001  794      Lepoutre, Florian                 1457           16316             0.0        793 b 0 
001  795      Rol Cortijo, Pablo                1472           25630             0.0        796 w 0 
001  796      Depauw, Christian                 2070           79294             1.0        795 b 1 
001  797      Anciaux, Marc                     2038           92894             1.0        798 w 1 
001  798      Huguet, Xavier                       0           26791             0.0        797 b 0 
001  799      Dumoulin, Patrick                 1336           19606             0.0        800 w 0 
001  800      De Briey, Aurian                  1714           17207             1.0        799 b 1 
001  801      Andri, Amaury                     1698           18802             1.0        802 w 1 
001  802      Herman, Maël                      1169           17298             0.0        801 b 0 
001  803      Wahlund, Max                      2100           26343             1.0        804 w 1 
001  804      Verbist, Julien                   2052           10563             0.0        803 b 0 
001  805      Nolf, Stephane                    2029           81698             1.0        806 w 1 
001  806      Del Riego Sánchez, Rafael         1553           24763             0.0        805 b 0 
001  807      Hinkel, Kira                         0           24536             0.0        808 w 0 
001  808      Rauta, Nicolas                    1881           68497             1.0        807 b 1 
001  809      Nolf, Pierre                         0           26209             0.5        810 w = 
001  810      Pereiro, Jorge                    1466           21451             0.5        809 b = 
001  811      De Saedeleer, Sam                 1759           23011             0.0        812 w 0 
001  812      Van Elsacker, Jasper              1615           23713             1.0        811 b 1 
001  813      Aishajiang, Ehsan                 1500           17669             0.5        814 w = 
001  814      Cappon, Kaan                      1756           70645             0.5        813 b = 
001  815      Dedeycker, Hippolyte                 0           26838             1.0        816 w 1 
001  816      Abidin, Aysajan                   1636           17291             0.0        815 b 0 
001  817      De Coninck, Jonathan              1398           24398             0.0        818 w 0 
001  818      Koïta, Aboubacar Sidiki              0           27554             1.0        817 b 1 
001  819      Theuerkauff, Olivier              1942           71919             1.0        820 w 1 
001  820      Cornille, Yves                    1886           11319             0.0        819 b 0 
001  821      Boonen, Maarten                   1801           15005             1.0        822 w 1 
001  822      Vanhamme, Patrick                 1791           93891             0.0        821 b 0 
001  823      Gravidez, Tagumpay                1773           59382             1.0        824 w 1 
001  824      Cuyx, Tomas                       1589           13921             0.0        823 b 0 
001  825      Motmans, Matthias                 1567           14552             1.0        826 w 1 
001  826      Chokouhian, Ahmad                 1731           25844             0.0        825 b 0 
001  827      Soubrier, Aude                    1920           60336             1.0        828 w 1 
001  828      Lombart, Philippe                 1771           41831             0.0        827 b 0 
001  829      Herman, Luc                       1740            8575             0.5        830 w = 
001  830      Brion, Sophie                     1848           66575             0.5        829 b = 
001  831      Brion, Philippe                   1771           74888             0.0        832 w 0 
001  832      Haulotte, François                1730           86941             1.0        831 b 1 
001  833      Rittelmeyer, Yann-Sven            1704           60676             1.0        834 w 1 
001  834      Cisterna, Horacio                 1695           23497             0.0        833 b 0 
001  835      Stefansson, Benedikt              1533           27354             0.0        836 w 0 
001  836      Lacheron, Edouard                 1630           12099             1.0        835 b 1 
001  837      Mechkor, Mohamed                  1706           21218             1.0        838 w 1 
001  838      Simek, Antonia                    1551           16377             0.0        837 b 0 
001  839      Van Hille, Clara                  1457           12735             0.0        840 w 0 
001  840      Gerrits, Augustin                    0           26983             1.0        839 b 1 
001  841      Raptis, Olympios                  1247           22147             0.0        842 w 0 
001  842      Li, Hansi                            0           22843             1.0        841 b 1 
001  843      Vandevenne, Sander                2112           31143             1.0        844 w 1 
001  844      François, Pascal                  1637           20290             0.0        843 b 0 
001  845      Bogaerts, Marc                    1889           41050             0.5        846 w = 
001  846      Fleerackers, Willy                1977           50539             0.5        845 b = 
001  847      Verrijssen, Patrick               1885           13285             1.0        848 w 1 
001  848      Serruys, Henri                    1627           16713             0.0        847 b 0 
001  849      De Meyer, Jef                     1592           19691             0.5        850 w = 
001  850      Van Den Bossche, Gunter           1825           11151             0.5        849 b = 
001  851      Van Hecke, Jeroen                 1777           46353             0.5        852 w = 
001  852      Janssen, Dries                    1890           54712             0.5        851 b = 
001  853      Lagendijk, Ivo                    1797           15824             0.5        854 w = 
